queryId	targetId	percentIdentity	alignmentLength	mismatches	gapOpenings	queryStart	queryEnd	targetStart	targetEnd	eValue	bitScore
EOSBI6J01AF3DH	gi|121582553|ref|NC_008766.1|	100.0	61	0	0	1	61	26684	26624	3.0E-30	121.0
EOSBI6J02IFVJT	gi|121582553|ref|NC_008766.1|	100.0	22	0	0	143	164	19208	19187	8.0E-7	44.1
EOSBI6J02HH0E7	gi|121582553|ref|NC_008766.1|	93.1	29	2	0	76	104	63507	63479	3.0E-6	42.1
EOSBI6J01D5ZY2	gi|121582553|ref|NC_008766.1|	100.0	227	0	0	1	227	26826	27052	3.0E-129	450.0
EOSBI6J02GZKMA	gi|121582553|ref|NC_008766.1|	100.0	20	0	0	113	132	4246	4265	1.0E-5	40.1
EOSBI6J02GQO4K	gi|121582553|ref|NC_008766.1|	100.0	249	0	0	1	249	37862	38110	3.0E-142	494.0
EOSBI6J01EK2PD	gi|121582553|ref|NC_008766.1|	100.0	21	0	0	8	28	39337	39357	3.0E-6	42.1
EOSBI6J01AR7JJ	gi|121582553|ref|NC_008766.1|	92.59	27	2	0	231	257	58459	58433	5.0E-5	38.2
EOSBI6J01AMTRF	gi|121582553|ref|NC_008766.1|	92.86	28	2	0	165	192	51750	51777	1.0E-5	40.1
EOSBI6J02IXAD9	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	160	178	41004	41022	5.0E-5	38.2
EOSBI6J01DP1XG	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	77	95	57362	57344	5.0E-5	38.2
EOSBI6J01B94EH	gi|121582553|ref|NC_008766.1|	96.15	26	1	0	55	80	18113	18138	8.0E-7	44.1
EOSBI6J02FYLFU	gi|121582553|ref|NC_008766.1|	100.0	21	0	0	180	200	17554	17534	3.0E-6	42.1
EOSBI6J01BVYW8	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	72	90	46140	46122	5.0E-5	38.2
EOSBI6J01CO0GC	gi|121582553|ref|NC_008766.1|	95.83	24	1	0	72	95	50751	50728	1.0E-5	40.1
EOSBI6J01EWFWB	gi|121582553|ref|NC_008766.1|	86.53	245	32	1	2	245	32591	32835	1.0E-58	216.0
EOSBI6J01EXNU2	gi|121582553|ref|NC_008766.1|	85.9	78	11	0	134	211	51920	51997	5.0E-14	67.9
EOSBI6J02FQ2IL	gi|121582553|ref|NC_008766.1|	100.0	230	0	0	1	230	28501	28272	6.0E-131	456.0
EOSBI6J02HX2S3	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	62	80	46097	46115	5.0E-5	38.2
EOSBI6J02IVAAV	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	176	194	3820	3838	5.0E-5	38.2
EOSBI6J02GXOZ8	gi|121582553|ref|NC_008766.1|	100.0	227	0	0	1	227	27052	27278	3.0E-129	450.0
EOSBI6J01BTFEH	gi|121582553|ref|NC_008766.1|	92.86	28	2	0	205	232	48369	48342	1.0E-5	40.1
EOSBI6J02GLYP2	gi|121582553|ref|NC_008766.1|	100.0	20	0	0	17	36	25408	25389	1.0E-5	40.1
EOSBI6J01ESTSA	gi|121582553|ref|NC_008766.1|	100.0	20	0	0	135	154	43152	43133	1.0E-5	40.1
EOSBI6J01DIVG4	gi|121582553|ref|NC_008766.1|	100.0	234	0	0	1	234	27243	27476	2.0E-133	464.0
EOSBI6J01BOFRA	gi|121582553|ref|NC_008766.1|	100.0	20	0	0	123	142	42263	42282	1.0E-5	40.1
EOSBI6J01AFOXN	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	249	267	50747	50729	6.0E-5	38.2
EOSBI6J02IP6BU	gi|121582553|ref|NC_008766.1|	95.83	24	1	0	147	170	52852	52829	1.0E-5	40.1
EOSBI6J01BKYRZ	gi|121582553|ref|NC_008766.1|	95.65	23	1	0	125	147	14817	14839	5.0E-5	38.2
EOSBI6J01DA0EW	gi|121582553|ref|NC_008766.1|	91.89	37	3	0	23	59	22293	22329	1.0E-8	50.1
EOSBI6J01BBPLO	gi|121582553|ref|NC_008766.1|	100.0	20	0	0	16	35	483	502	1.0E-5	40.1
EOSBI6J02ISWIF	gi|121582553|ref|NC_008766.1|	99.57	230	1	0	1	230	37672	37901	1.0E-128	448.0
EOSBI6J02GMSLJ	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	79	97	53306	53324	5.0E-5	38.2
EOSBI6J01BUN6P	gi|121582553|ref|NC_008766.1|	95.65	23	1	0	236	258	17071	17093	5.0E-5	38.2
EOSBI6J02HC3ND	gi|121582553|ref|NC_008766.1|	99.6	250	0	1	1	249	38489	38240	4.0E-138	480.0
EOSBI6J02HHB37	gi|121582553|ref|NC_008766.1|	92.86	28	2	0	42	69	53637	53610	1.0E-5	40.1
EOSBI6J01DRO7A	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	120	138	54031	54049	5.0E-5	38.2
EOSBI6J02GX0DU	gi|121582553|ref|NC_008766.1|	100.0	20	0	0	231	250	13476	13457	1.0E-5	40.1
EOSBI6J01EKHEL	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	140	158	57634	57652	5.0E-5	38.2
EOSBI6J01ESXKK	gi|121582553|ref|NC_008766.1|	90.67	75	7	0	147	221	39118	39044	1.0E-21	93.7
EOSBI6J01EYYI1	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	113	131	3812	3794	5.0E-5	38.2
EOSBI6J01CLINM	gi|121582553|ref|NC_008766.1|	100.0	34	0	0	1	34	45747	45714	6.0E-14	67.9
EOSBI6J02GVXHU	gi|121582553|ref|NC_008766.1|	100.0	250	0	0	1	250	38489	38240	7.0E-143	496.0
EOSBI6J01CRC9L	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	86	104	63447	63429	4.0E-5	38.2
EOSBI6J02GDCHE	gi|121582553|ref|NC_008766.1|	100.0	21	0	0	151	171	18578	18558	3.0E-6	42.1
EOSBI6J02GVX6Z	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	83	101	8251	8269	5.0E-5	38.2
EOSBI6J01B35N9	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	103	121	1490	1508	5.0E-5	38.2
EOSBI6J02JPSIQ	gi|121582553|ref|NC_008766.1|	95.65	23	1	0	179	201	17773	17795	5.0E-5	38.2
EOSBI6J02IT4MQ	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	13	31	24791	24773	5.0E-5	38.2
EOSBI6J01DDR1W	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	107	125	55941	55923	5.0E-5	38.2
EOSBI6J02HIWJZ	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	202	220	2233	2215	5.0E-5	38.2
EOSBI6J01CV80J	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	59	77	20212	20194	3.0E-5	38.2
EOSBI6J02GRSMV	gi|121582553|ref|NC_008766.1|	100.0	241	0	0	1	241	28218	28458	2.0E-137	478.0
EOSBI6J01DF7XS	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	144	162	15306	15288	5.0E-5	38.2
EOSBI6J01A6CUJ	gi|121582553|ref|NC_008766.1|	89.47	38	4	0	67	104	29326	29363	8.0E-7	44.1
EOSBI6J02GPBJU	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	76	94	47738	47756	5.0E-5	38.2
EOSBI6J01C0D87	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	191	209	12577	12595	5.0E-5	38.2
EOSBI6J02JM6T2	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	218	236	16695	16677	5.0E-5	38.2
EOSBI6J01EKM8D	gi|121582553|ref|NC_008766.1|	96.82	220	7	0	1	220	47143	46924	3.0E-108	381.0
EOSBI6J01AXDS4	gi|121582553|ref|NC_008766.1|	90.32	31	3	0	161	191	31863	31833	5.0E-5	38.2
EOSBI6J01AZ7ZZ	gi|121582553|ref|NC_008766.1|	100.0	21	0	0	215	235	52547	52567	3.0E-6	42.1
EOSBI6J01A50SU	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	149	167	390	372	5.0E-5	38.2
EOSBI6J02I8T0F	gi|121582553|ref|NC_008766.1|	95.65	23	1	0	34	56	9593	9571	5.0E-5	38.2
EOSBI6J02I67TA	gi|121582553|ref|NC_008766.1|	100.0	20	0	0	151	170	46502	46521	1.0E-5	40.1
EOSBI6J01B12PN	gi|121582553|ref|NC_008766.1|	96.0	25	1	0	85	109	14966	14990	3.0E-6	42.1
EOSBI6J01EB9P2	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	206	224	63566	63584	5.0E-5	38.2
EOSBI6J01BFXEP	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	38	56	58389	58371	5.0E-5	38.2
EOSBI6J02JGU16	gi|121582553|ref|NC_008766.1|	86.46	96	13	0	131	226	57412	57507	6.0E-20	87.7
EOSBI6J01BDUX3	gi|121582553|ref|NC_008766.1|	82.64	144	25	0	87	230	40720	40577	6.0E-20	87.7
EOSBI6J02JNDEA	gi|121582553|ref|NC_008766.1|	100.0	226	0	0	1	226	27524	27299	1.0E-128	448.0
EOSBI6J02GRJSY	gi|121582553|ref|NC_008766.1|	100.0	235	0	0	1	235	27085	26851	6.0E-134	466.0
EOSBI6J01B4BZV	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	103	121	1490	1508	5.0E-5	38.2
EOSBI6J02HGVDQ	gi|121582553|ref|NC_008766.1|	96.43	28	1	0	58	85	5279	5252	5.0E-8	48.1
EOSBI6J02GQBDU	gi|121582553|ref|NC_008766.1|	95.65	23	1	0	184	206	19066	19088	5.0E-5	38.2
EOSBI6J01AXYRR	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	95	113	2739	2721	5.0E-5	38.2
EOSBI6J02JARCP	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	66	84	57141	57123	5.0E-5	38.2
EOSBI6J01AY1NV	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	1	19	53698	53716	5.0E-5	38.2
EOSBI6J02F1A9G	gi|121582553|ref|NC_008766.1|	95.83	24	1	0	123	146	44584	44607	1.0E-5	40.1
EOSBI6J01EA2GY	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	45	63	17500	17518	5.0E-5	38.2
EOSBI6J01EYJXQ	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	19	37	42282	42264	5.0E-5	38.2
EOSBI6J02G8C9W	gi|121582553|ref|NC_008766.1|	100.0	226	0	0	1	226	27370	27145	1.0E-128	448.0
EOSBI6J02GWIUL	gi|121582553|ref|NC_008766.1|	95.65	23	1	0	108	130	85	63	5.0E-5	38.2
EOSBI6J01AXLE3	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	206	224	34497	34479	5.0E-5	38.2
EOSBI6J01BYWSH	gi|121582553|ref|NC_008766.1|	95.65	23	1	0	118	140	34459	34481	5.0E-5	38.2
EOSBI6J02F98Z6	gi|121582553|ref|NC_008766.1|	100.0	241	0	0	1	241	38022	37782	2.0E-137	478.0
EOSBI6J01B1B78	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	92	110	10715	10697	5.0E-5	38.2
EOSBI6J01AP9V0	gi|121582553|ref|NC_008766.1|	95.65	23	1	0	109	131	62205	62227	5.0E-5	38.2
EOSBI6J02INXWC	gi|121582553|ref|NC_008766.1|	100.0	20	0	0	41	60	34470	34489	5.0E-6	40.1
EOSBI6J02F4CQ6	gi|121582553|ref|NC_008766.1|	100.0	20	0	0	202	221	50446	50427	1.0E-5	40.1
EOSBI6J01EXU4D	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	194	212	43052	43034	5.0E-5	38.2
EOSBI6J02FZOBH	gi|121582553|ref|NC_008766.1|	100.0	21	0	0	10	30	3698	3678	3.0E-6	42.1
EOSBI6J01BMH6N	gi|121582553|ref|NC_008766.1|	95.65	23	1	0	117	139	59084	59062	5.0E-5	38.2
EOSBI6J02HQ179	gi|121582553|ref|NC_008766.1|	100.0	20	0	0	105	124	17527	17508	1.0E-5	40.1
EOSBI6J01C1UUN	gi|121582553|ref|NC_008766.1|	100.0	233	0	0	1	233	38363	38131	9.0E-133	462.0
EOSBI6J01DIYXM	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	194	212	46026	46044	6.0E-5	38.2
EOSBI6J02FZLAK	gi|121582553|ref|NC_008766.1|	95.65	23	1	0	137	159	31771	31793	5.0E-5	38.2
EOSBI6J01BNBE8	gi|121582553|ref|NC_008766.1|	100.0	20	0	0	69	88	10794	10775	1.0E-5	40.1
EOSBI6J01A9GQN	gi|121582553|ref|NC_008766.1|	92.86	28	2	0	6	33	17772	17745	1.0E-5	40.1
EOSBI6J02FTB2C	gi|121582553|ref|NC_008766.1|	100.0	21	0	0	163	183	15575	15555	3.0E-6	42.1
EOSBI6J02GVZ2Z	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	186	204	29305	29323	5.0E-5	38.2
EOSBI6J01AV3U3	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	104	122	25180	25198	5.0E-5	38.2
EOSBI6J01DHC84	gi|121582553|ref|NC_008766.1|	92.86	28	2	0	50	77	55599	55572	1.0E-5	40.1
EOSBI6J01BMHY6	gi|121582553|ref|NC_008766.1|	100.0	27	0	0	48	74	1050	1076	9.0E-10	54.0
EOSBI6J01EEILF	gi|121582553|ref|NC_008766.1|	100.0	22	0	0	138	159	21583	21604	1.0E-6	44.1
EOSBI6J02I1G9X	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	175	193	30247	30229	5.0E-5	38.2
EOSBI6J02HF03V	gi|121582553|ref|NC_008766.1|	96.15	26	1	0	137	162	28154	28129	8.0E-7	44.1
EOSBI6J02GN10O	gi|121582553|ref|NC_008766.1|	100.0	20	0	0	10	29	13267	13286	1.0E-5	40.1
EOSBI6J02FQA8L	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	62	80	707	725	5.0E-5	38.2
EOSBI6J01DN819	gi|121582553|ref|NC_008766.1|	100.0	21	0	0	79	99	7144	7124	3.0E-6	42.1
EOSBI6J01DEBHX	gi|121582553|ref|NC_008766.1|	95.65	23	1	0	141	163	63297	63319	5.0E-5	38.2
EOSBI6J02F9QAM	gi|121582553|ref|NC_008766.1|	100.0	243	0	0	1	243	38719	38477	1.0E-138	482.0
EOSBI6J01D7W1B	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	176	194	40314	40332	5.0E-5	38.2
EOSBI6J02HVX7A	gi|121582553|ref|NC_008766.1|	100.0	228	0	0	1	228	28156	28383	9.0E-130	452.0
EOSBI6J01C4KLO	gi|121582553|ref|NC_008766.1|	92.86	28	2	0	122	149	19297	19324	1.0E-5	40.1
EOSBI6J02HXHNV	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	53	71	25180	25198	5.0E-5	38.2
EOSBI6J02J3EOZ	gi|121582553|ref|NC_008766.1|	89.89	89	9	0	129	217	40520	40608	2.0E-25	105.0
EOSBI6J01A7OMY	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	120	138	57358	57376	5.0E-5	38.2
EOSBI6J02GWVCX	gi|121582553|ref|NC_008766.1|	92.59	27	2	0	166	192	42266	42292	4.0E-5	38.2
EOSBI6J01CUW29	gi|121582553|ref|NC_008766.1|	95.65	23	1	0	57	79	46762	46740	5.0E-5	38.2
EOSBI6J02I6RLH	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	5	23	13610	13628	5.0E-5	38.2
EOSBI6J01CJBUT	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	73	91	44271	44253	4.0E-5	38.2
EOSBI6J01DWJ38	gi|121582553|ref|NC_008766.1|	100.0	21	0	0	202	222	54709	54689	3.0E-6	42.1
EOSBI6J01CT0I5	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	46	64	12910	12928	5.0E-5	38.2
EOSBI6J01CODK1	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	158	176	26152	26134	5.0E-5	38.2
EOSBI6J02GBA6F	gi|121582553|ref|NC_008766.1|	93.1	29	2	0	152	180	17720	17692	3.0E-6	42.1
EOSBI6J01A1LEB	gi|121582553|ref|NC_008766.1|	89.47	38	4	0	14	51	29363	29326	8.0E-7	44.1
EOSBI6J01ERCE8	gi|121582553|ref|NC_008766.1|	95.65	23	1	0	153	175	34419	34441	5.0E-5	38.2
EOSBI6J01BYSEU	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	62	80	707	725	5.0E-5	38.2
EOSBI6J02FT3AV	gi|121582553|ref|NC_008766.1|	84.44	90	14	0	124	213	20825	20736	5.0E-14	67.9
EOSBI6J01DLKC1	gi|121582553|ref|NC_008766.1|	92.59	27	2	0	180	206	16916	16942	5.0E-5	38.2
EOSBI6J01DDCG1	gi|121582553|ref|NC_008766.1|	100.0	232	0	0	1	232	27480	27249	4.0E-132	460.0
EOSBI6J02H1HFT	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	138	156	4252	4270	5.0E-5	38.2
EOSBI6J01BA4TY	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	41	59	5272	5254	5.0E-5	38.2
EOSBI6J02JOQ3F	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	39	57	30600	30582	5.0E-5	38.2
EOSBI6J01DJY1U	gi|121582553|ref|NC_008766.1|	86.23	138	19	0	1	138	14207	14344	1.0E-30	123.0
EOSBI6J02FQJZE	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	218	236	58451	58433	5.0E-5	38.2
EOSBI6J01B51UA	gi|121582553|ref|NC_008766.1|	100.0	20	0	0	218	237	41671	41652	1.0E-5	40.1
EOSBI6J01CSG79	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	121	139	14402	14384	5.0E-5	38.2
EOSBI6J01EERO6	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	201	219	47837	47855	5.0E-5	38.2
EOSBI6J01CZBR4	gi|121582553|ref|NC_008766.1|	92.59	27	2	0	137	163	51960	51986	5.0E-5	38.2
EOSBI6J01CMRCQ	gi|121582553|ref|NC_008766.1|	100.0	20	0	0	193	212	58252	58271	1.0E-5	40.1
EOSBI6J02FU7AO	gi|121582553|ref|NC_008766.1|	96.0	25	1	0	77	101	43639	43663	3.0E-6	42.1
EOSBI6J02IU9VF	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	45	63	60634	60616	5.0E-5	38.2
EOSBI6J01EZLPE	gi|121582553|ref|NC_008766.1|	95.65	23	1	0	194	216	3352	3330	5.0E-5	38.2
EOSBI6J02GI6Q6	gi|121582553|ref|NC_008766.1|	100.0	23	0	0	94	116	17165	17143	2.0E-7	46.1
EOSBI6J01EH1ZM	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	123	141	51893	51911	5.0E-5	38.2
EOSBI6J01DT2TF	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	154	172	58335	58353	5.0E-5	38.2
EOSBI6J02GDMWV	gi|121582553|ref|NC_008766.1|	86.32	95	13	0	1	95	33629	33535	2.0E-19	85.7
EOSBI6J01C5QWS	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	74	92	25532	25550	4.0E-5	38.2
EOSBI6J02HPC7D	gi|121582553|ref|NC_008766.1|	100.0	20	0	0	56	75	20561	20580	1.0E-5	40.1
EOSBI6J01CK9NP	gi|121582553|ref|NC_008766.1|	100.0	236	0	0	1	236	27809	27574	1.0E-134	468.0
EOSBI6J01ETJWB	gi|121582553|ref|NC_008766.1|	95.65	23	1	0	55	77	4364	4386	5.0E-5	38.2
EOSBI6J01BSWU2	gi|121582553|ref|NC_008766.1|	100.0	21	0	0	99	119	34987	34967	3.0E-6	42.1
EOSBI6J01C9NCB	gi|121582553|ref|NC_008766.1|	100.0	238	0	0	1	238	27812	27575	1.0E-135	472.0
EOSBI6J01CR0P4	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	44	62	46859	46841	5.0E-5	38.2
EOSBI6J01BRJ4I	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	239	257	59082	59064	6.0E-5	38.2
EOSBI6J02GL4BD	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	107	125	8423	8441	5.0E-5	38.2
EOSBI6J02I1DNU	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	143	161	25662	25644	5.0E-5	38.2
EOSBI6J02GEQDK	gi|121582553|ref|NC_008766.1|	100.0	20	0	0	56	75	20561	20580	1.0E-5	40.1
EOSBI6J01A57NV	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	105	123	43326	43308	5.0E-5	38.2
EOSBI6J01D3EC9	gi|121582553|ref|NC_008766.1|	95.65	23	1	0	47	69	47163	47185	5.0E-5	38.2
EOSBI6J02F83LR	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	3	21	17478	17460	5.0E-5	38.2
EOSBI6J01BK4FD	gi|121582553|ref|NC_008766.1|	95.65	23	1	0	48	70	2394	2416	5.0E-5	38.2
EOSBI6J01CIO37	gi|121582553|ref|NC_008766.1|	90.32	31	3	0	57	87	32865	32895	4.0E-5	38.2
EOSBI6J02JXMBR	gi|121582553|ref|NC_008766.1|	92.59	27	2	0	164	190	34635	34609	4.0E-5	38.2
EOSBI6J02JQV4M	gi|121582553|ref|NC_008766.1|	92.59	27	2	0	150	176	61194	61168	5.0E-5	38.2
EOSBI6J02GFD7X	gi|121582553|ref|NC_008766.1|	95.65	23	1	0	239	261	63269	63247	5.0E-5	38.2
EOSBI6J02JOO9N	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	141	159	60341	60359	5.0E-5	38.2
EOSBI6J02GOOIP	gi|121582553|ref|NC_008766.1|	87.17	187	23	1	53	239	39660	39475	1.0E-45	172.0
EOSBI6J02GOSQA	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	57	75	17792	17774	5.0E-5	38.2
EOSBI6J02IT6UI	gi|121582553|ref|NC_008766.1|	84.38	96	15	0	126	221	33248	33343	3.0E-15	71.9
EOSBI6J02HRE1K	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	226	244	13635	13617	5.0E-5	38.2
EOSBI6J02FWCKO	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	161	179	48512	48530	5.0E-5	38.2
EOSBI6J02HZPSA	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	199	217	25179	25197	5.0E-5	38.2
EOSBI6J01DTTEM	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	205	223	3946	3928	5.0E-5	38.2
EOSBI6J02H4LF1	gi|121582553|ref|NC_008766.1|	95.65	23	1	0	179	201	17819	17841	5.0E-5	38.2
EOSBI6J01A3J6B	gi|121582553|ref|NC_008766.1|	95.65	23	1	0	4	26	40499	40477	5.0E-5	38.2
EOSBI6J01DQEQZ	gi|121582553|ref|NC_008766.1|	81.07	169	32	0	7	175	32969	33137	4.0E-18	81.8
EOSBI6J01D6FHM	gi|121582553|ref|NC_008766.1|	100.0	20	0	0	36	55	4393	4374	1.0E-5	40.1
EOSBI6J01CUI1I	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	41	59	60264	60282	5.0E-5	38.2
EOSBI6J02HWZ6U	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	230	248	13310	13328	5.0E-5	38.2
EOSBI6J01BK2JN	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	88	106	46133	46115	5.0E-5	38.2
EOSBI6J02GQ299	gi|121582553|ref|NC_008766.1|	92.59	27	2	0	137	163	51960	51986	5.0E-5	38.2
EOSBI6J01BRD41	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	163	181	43549	43567	5.0E-5	38.2
EOSBI6J02FWDNJ	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	100	118	51078	51060	5.0E-5	38.2
EOSBI6J02HX6N0	gi|121582553|ref|NC_008766.1|	100.0	227	0	0	1	227	26826	27052	3.0E-129	450.0
EOSBI6J01BQF16	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	29	47	4268	4250	5.0E-5	38.2
EOSBI6J02JPJI0	gi|121582553|ref|NC_008766.1|	100.0	227	0	0	1	227	37755	37529	3.0E-129	450.0
EOSBI6J01D7X5F	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	68	86	27471	27453	5.0E-5	38.2
EOSBI6J01AQ59W	gi|121582553|ref|NC_008766.1|	100.0	224	0	0	1	224	27584	27361	2.0E-127	444.0
