queryId	targetId	percentIdentity	alignmentLength	mismatches	gapOpenings	queryStart	queryEnd	targetStart	targetEnd	eValue	bitScore
EOSBI6J02GQO4K	gi|121582466|ref|NC_008765.1|	100.0	249	0	0	1	249	58800	59048	3.0E-142	494.0
EOSBI6J01A4YSE	gi|121582466|ref|NC_008765.1|	100.0	19	0	0	122	140	45189	45171	5.0E-5	38.2
EOSBI6J02JFI11	gi|121582466|ref|NC_008765.1|	86.36	44	6	0	14	57	6920	6877	1.0E-5	40.1
EOSBI6J02IQ4X5	gi|121582466|ref|NC_008765.1|	95.65	23	1	0	138	160	54537	54515	5.0E-5	38.2
EOSBI6J02JAD04	gi|121582466|ref|NC_008765.1|	100.0	19	0	0	201	219	34611	34629	5.0E-5	38.2
EOSBI6J01ET58C	gi|121582466|ref|NC_008765.1|	100.0	231	0	0	1	231	57525	57295	2.0E-131	458.0
EOSBI6J02G7BOF	gi|121582466|ref|NC_008765.1|	89.47	38	4	0	190	227	66332	66295	1.0E-6	44.1
EOSBI6J01B21AV	gi|121582466|ref|NC_008765.1|	100.0	19	0	0	24	42	51639	51657	5.0E-5	38.2
EOSBI6J01BIIU5	gi|121582466|ref|NC_008765.1|	100.0	20	0	0	88	107	56028	56009	1.0E-5	40.1
EOSBI6J02FQ2IL	gi|121582466|ref|NC_008765.1|	100.0	230	0	0	1	230	58529	58300	7.0E-131	456.0
EOSBI6J02IZ5YG	gi|121582466|ref|NC_008765.1|	100.0	19	0	0	183	201	55022	55040	5.0E-5	38.2
EOSBI6J02G5ECN	gi|121582466|ref|NC_008765.1|	100.0	19	0	0	100	118	4290	4308	5.0E-5	38.2
EOSBI6J02F4JYU	gi|121582466|ref|NC_008765.1|	86.36	44	6	0	14	57	6920	6877	1.0E-5	40.1
EOSBI6J02GXOZ8	gi|121582466|ref|NC_008765.1|	100.0	227	0	0	1	227	57080	57306	4.0E-129	450.0
EOSBI6J02F46DM	gi|121582466|ref|NC_008765.1|	100.0	19	0	0	151	169	49049	49067	6.0E-5	38.2
EOSBI6J02F8PGB	gi|121582466|ref|NC_008765.1|	95.83	24	1	0	96	119	5392	5369	1.0E-5	40.1
EOSBI6J02GZN8F	gi|121582466|ref|NC_008765.1|	95.65	23	1	0	49	71	39139	39117	6.0E-5	38.2
EOSBI6J01DIVG4	gi|121582466|ref|NC_008765.1|	100.0	234	0	0	1	234	57271	57504	3.0E-133	464.0
EOSBI6J01E1B3I	gi|121582466|ref|NC_008765.1|	100.0	19	0	0	4	22	42008	42026	6.0E-5	38.2
EOSBI6J02FVMFR	gi|121582466|ref|NC_008765.1|	95.65	23	1	0	22	44	58354	58332	5.0E-5	38.2
EOSBI6J02IUWCH	gi|121582466|ref|NC_008765.1|	100.0	20	0	0	73	92	18357	18338	1.0E-5	40.1
EOSBI6J01B7DQN	gi|121582466|ref|NC_008765.1|	95.65	23	1	0	226	248	62060	62082	6.0E-5	38.2
EOSBI6J02HXNMN	gi|121582466|ref|NC_008765.1|	100.0	20	0	0	119	138	53863	53844	1.0E-5	40.1
EOSBI6J01BJRSS	gi|121582466|ref|NC_008765.1|	95.65	23	1	0	126	148	53451	53429	5.0E-5	38.2
EOSBI6J01ALQI9	gi|121582466|ref|NC_008765.1|	99.6	249	0	1	1	249	57885	57638	2.0E-137	478.0
EOSBI6J01CN5F4	gi|121582466|ref|NC_008765.1|	95.83	24	1	0	123	146	11053	11076	1.0E-5	40.1
EOSBI6J02IXDCY	gi|121582466|ref|NC_008765.1|	100.0	20	0	0	125	144	6837	6818	2.0E-5	40.1
EOSBI6J01DWSHS	gi|121582466|ref|NC_008765.1|	99.59	241	1	0	1	241	58960	58720	4.0E-135	470.0
EOSBI6J02IJGB5	gi|121582466|ref|NC_008765.1|	90.32	31	3	0	31	61	52998	53028	6.0E-5	38.2
EOSBI6J02ISWIF	gi|121582466|ref|NC_008765.1|	100.0	230	0	0	1	230	58610	58839	6.0E-131	456.0
EOSBI6J01D8DW5	gi|121582466|ref|NC_008765.1|	100.0	22	0	0	216	237	49185	49206	1.0E-6	44.1
EOSBI6J02F7HMX	gi|121582466|ref|NC_008765.1|	100.0	19	0	0	101	119	45981	45963	6.0E-5	38.2
EOSBI6J02HLGCH	gi|121582466|ref|NC_008765.1|	100.0	20	0	0	233	252	70645	70626	1.0E-5	40.1
EOSBI6J02IW6VT	gi|121582466|ref|NC_008765.1|	90.24	41	4	0	107	147	17350	17310	1.0E-8	50.1
EOSBI6J02GDT1U	gi|121582466|ref|NC_008765.1|	95.65	23	1	0	158	180	65097	65119	6.0E-5	38.2
EOSBI6J01A447X	gi|121582466|ref|NC_008765.1|	95.65	23	1	0	7	29	10779	10801	6.0E-5	38.2
EOSBI6J02IN7O1	gi|121582466|ref|NC_008765.1|	100.0	20	0	0	232	251	70645	70626	1.0E-5	40.1
EOSBI6J02GFMHC	gi|121582466|ref|NC_008765.1|	100.0	19	0	0	110	128	12383	12365	6.0E-5	38.2
EOSBI6J01CHX4X	gi|121582466|ref|NC_008765.1|	100.0	19	0	0	209	227	29921	29939	5.0E-5	38.2
EOSBI6J02FYF64	gi|121582466|ref|NC_008765.1|	100.0	19	0	0	165	183	27136	27154	7.0E-5	38.2
EOSBI6J01CYV8J	gi|121582466|ref|NC_008765.1|	90.7	43	4	0	53	95	56060	56102	1.0E-9	54.0
EOSBI6J01CRJNC	gi|121582466|ref|NC_008765.1|	100.0	19	0	0	96	114	46419	46437	6.0E-5	38.2
EOSBI6J01BT2J3	gi|121582466|ref|NC_008765.1|	100.0	19	0	0	42	60	6375	6393	6.0E-5	38.2
EOSBI6J01COSOJ	gi|121582466|ref|NC_008765.1|	92.59	27	2	0	188	214	4716	4690	6.0E-5	38.2
EOSBI6J01DQJV3	gi|121582466|ref|NC_008765.1|	100.0	19	0	0	96	114	46419	46437	6.0E-5	38.2
EOSBI6J02IDXJU	gi|121582466|ref|NC_008765.1|	100.0	19	0	0	108	126	11109	11127	5.0E-5	38.2
EOSBI6J02JH8XZ	gi|121582466|ref|NC_008765.1|	100.0	18	0	0	14	31	51795	51778	5.0E-5	36.2
EOSBI6J02GQC60	gi|121582466|ref|NC_008765.1|	90.0	70	6	1	160	229	42154	42222	2.0E-16	75.8
EOSBI6J02HYFDD	gi|121582466|ref|NC_008765.1|	100.0	238	0	0	1	238	57757	57520	1.0E-135	472.0
EOSBI6J01A7BX6	gi|121582466|ref|NC_008765.1|	100.0	19	0	0	205	223	18959	18977	5.0E-5	38.2
EOSBI6J02GKHOS	gi|121582466|ref|NC_008765.1|	93.1	29	2	0	74	102	34595	34567	3.0E-6	42.1
EOSBI6J01BC9LW	gi|121582466|ref|NC_008765.1|	100.0	19	0	0	8	26	6111	6129	5.0E-5	38.2
EOSBI6J01AYWF7	gi|121582466|ref|NC_008765.1|	100.0	231	0	0	1	231	58462	58232	2.0E-131	458.0
EOSBI6J02FJNVL	gi|121582466|ref|NC_008765.1|	95.65	23	1	0	49	71	5079	5101	5.0E-5	38.2
EOSBI6J01C1996	gi|121582466|ref|NC_008765.1|	92.86	28	2	0	46	73	67819	67792	1.0E-5	40.1
EOSBI6J01CT50E	gi|121582466|ref|NC_008765.1|	100.0	20	0	0	224	243	40673	40654	1.0E-5	40.1
EOSBI6J01EMVYY	gi|121582466|ref|NC_008765.1|	92.59	27	2	0	168	194	12697	12671	6.0E-5	38.2
EOSBI6J01BPIS1	gi|121582466|ref|NC_008765.1|	92.59	27	2	0	19	45	17452	17426	6.0E-5	38.2
EOSBI6J01CO7LD	gi|121582466|ref|NC_008765.1|	100.0	19	0	0	6	24	48120	48138	6.0E-5	38.2
EOSBI6J02GDJP5	gi|121582466|ref|NC_008765.1|	100.0	230	0	0	1	230	57316	57545	6.0E-131	456.0
EOSBI6J01DSF08	gi|121582466|ref|NC_008765.1|	100.0	19	0	0	248	266	49207	49189	6.0E-5	38.2
EOSBI6J01ESCWC	gi|121582466|ref|NC_008765.1|	100.0	19	0	0	160	178	27140	27122	5.0E-5	38.2
EOSBI6J01BKC9O	gi|121582466|ref|NC_008765.1|	100.0	21	0	0	147	167	38954	38974	4.0E-6	42.1
EOSBI6J02H4BO3	gi|121582466|ref|NC_008765.1|	100.0	20	0	0	1	20	52504	52485	1.0E-5	40.1
EOSBI6J02HPOLJ	gi|121582466|ref|NC_008765.1|	100.0	19	0	0	46	64	33610	33592	6.0E-5	38.2
EOSBI6J01C9J16	gi|121582466|ref|NC_008765.1|	100.0	19	0	0	131	149	46055	46073	6.0E-5	38.2
EOSBI6J01EQEI7	gi|121582466|ref|NC_008765.1|	100.0	20	0	0	151	170	55167	55148	1.0E-5	40.1
EOSBI6J01C49VK	gi|121582466|ref|NC_008765.1|	100.0	19	0	0	62	80	38889	38871	5.0E-5	38.2
EOSBI6J01BRYOJ	gi|121582466|ref|NC_008765.1|	100.0	19	0	0	205	223	54674	54656	6.0E-5	38.2
EOSBI6J01BJXVF	gi|121582466|ref|NC_008765.1|	100.0	240	0	0	1	240	58461	58222	7.0E-137	476.0
EOSBI6J01EHNON	gi|121582466|ref|NC_008765.1|	100.0	20	0	0	124	143	42582	42563	1.0E-5	40.1
EOSBI6J02I9SVU	gi|121582466|ref|NC_008765.1|	100.0	19	0	0	54	72	21719	21737	6.0E-5	38.2
EOSBI6J02JFI45	gi|121582466|ref|NC_008765.1|	100.0	19	0	0	128	146	24660	24642	6.0E-5	38.2
EOSBI6J02HI1T4	gi|121582466|ref|NC_008765.1|	100.0	20	0	0	18	37	71244	71225	1.0E-5	40.1
EOSBI6J02GUON9	gi|121582466|ref|NC_008765.1|	100.0	20	0	0	186	205	56028	56009	1.0E-5	40.1
EOSBI6J02GDMFH	gi|121582466|ref|NC_008765.1|	95.65	23	1	0	34	56	16535	16513	5.0E-5	38.2
EOSBI6J02JOGGC	gi|121582466|ref|NC_008765.1|	100.0	20	0	0	59	78	47173	47154	1.0E-5	40.1
EOSBI6J02F9AYI	gi|121582466|ref|NC_008765.1|	100.0	19	0	0	19	37	37211	37193	6.0E-5	38.2
EOSBI6J02FWJML	gi|121582466|ref|NC_008765.1|	100.0	19	0	0	54	72	11006	10988	5.0E-5	38.2
EOSBI6J02HPWJX	gi|121582466|ref|NC_008765.1|	100.0	19	0	0	205	223	23352	23334	6.0E-5	38.2
EOSBI6J02HT143	gi|121582466|ref|NC_008765.1|	100.0	20	0	0	119	138	67239	67258	1.0E-5	40.1
EOSBI6J01D9NVS	gi|121582466|ref|NC_008765.1|	100.0	20	0	0	119	138	53863	53844	1.0E-5	40.1
EOSBI6J02JNDEA	gi|121582466|ref|NC_008765.1|	100.0	226	0	0	1	226	57552	57327	2.0E-128	448.0
EOSBI6J01A77X3	gi|121582466|ref|NC_008765.1|	93.94	33	2	0	157	189	23229	23261	2.0E-8	50.1
EOSBI6J02GRJSY	gi|121582466|ref|NC_008765.1|	100.0	235	0	0	1	235	57113	56879	7.0E-134	466.0
EOSBI6J01AJJD4	gi|121582466|ref|NC_008765.1|	90.62	32	3	0	186	217	54703	54734	1.0E-5	40.1
EOSBI6J02FYOXT	gi|121582466|ref|NC_008765.1|	100.0	21	0	0	86	106	48118	48138	3.0E-6	42.1
EOSBI6J02H97SE	gi|121582466|ref|NC_008765.1|	100.0	21	0	0	217	237	47741	47761	3.0E-6	42.1
EOSBI6J02JHAFC	gi|121582466|ref|NC_008765.1|	100.0	21	0	0	206	226	67498	67518	4.0E-6	42.1
EOSBI6J01DFQI2	gi|121582466|ref|NC_008765.1|	88.89	36	4	0	147	182	35323	35288	1.0E-5	40.1
EOSBI6J02JEQ0F	gi|121582466|ref|NC_008765.1|	100.0	240	0	0	1	240	57529	57768	7.0E-137	476.0
EOSBI6J02IT0EX	gi|121582466|ref|NC_008765.1|	100.0	20	0	0	219	238	51862	51843	1.0E-5	40.1
EOSBI6J02IX88B	gi|121582466|ref|NC_008765.1|	100.0	19	0	0	113	131	27660	27678	6.0E-5	38.2
EOSBI6J01CG98V	gi|121582466|ref|NC_008765.1|	100.0	19	0	0	19	37	12464	12482	6.0E-5	38.2
EOSBI6J02G8C9W	gi|121582466|ref|NC_008765.1|	100.0	226	0	0	1	226	57398	57173	2.0E-128	448.0
EOSBI6J01CV5AV	gi|121582466|ref|NC_008765.1|	100.0	20	0	0	167	186	55965	55946	1.0E-5	40.1
EOSBI6J02G9R5W	gi|121582466|ref|NC_008765.1|	100.0	19	0	0	181	199	65846	65828	5.0E-5	38.2
EOSBI6J02GDK3M	gi|121582466|ref|NC_008765.1|	100.0	19	0	0	75	93	21770	21752	6.0E-5	38.2
EOSBI6J01ED9Y3	gi|121582466|ref|NC_008765.1|	100.0	234	0	0	1	234	57271	57504	3.0E-133	464.0
EOSBI6J01CIJQG	gi|121582466|ref|NC_008765.1|	100.0	19	0	0	110	128	12383	12365	6.0E-5	38.2
EOSBI6J01BUPNC	gi|121582466|ref|NC_008765.1|	100.0	20	0	0	108	127	66706	66725	1.0E-5	40.1
EOSBI6J01CEKTP	gi|121582466|ref|NC_008765.1|	92.31	39	3	0	51	89	54706	54744	1.0E-9	54.0
EOSBI6J01C9207	gi|121582466|ref|NC_008765.1|	100.0	20	0	0	154	173	686	705	1.0E-5	40.1
EOSBI6J01ALAV7	gi|121582466|ref|NC_008765.1|	100.0	19	0	0	40	58	41309	41291	5.0E-5	38.2
EOSBI6J02GL5OW	gi|121582466|ref|NC_008765.1|	100.0	19	0	0	15	33	38470	38488	6.0E-5	38.2
EOSBI6J01CSL11	gi|121582466|ref|NC_008765.1|	100.0	220	0	0	1	220	58786	58567	6.0E-125	436.0
EOSBI6J01BVQ9B	gi|121582466|ref|NC_008765.1|	100.0	24	0	0	165	188	54699	54722	6.0E-8	48.1
EOSBI6J02I9LQE	gi|121582466|ref|NC_008765.1|	100.0	19	0	0	67	85	20315	20297	6.0E-5	38.2
EOSBI6J02I27H0	gi|121582466|ref|NC_008765.1|	82.57	218	38	0	5	222	58679	58462	5.0E-33	131.0
EOSBI6J02JE5NI	gi|121582466|ref|NC_008765.1|	100.0	19	0	0	208	226	10593	10575	6.0E-5	38.2
EOSBI6J02HUYDM	gi|121582466|ref|NC_008765.1|	100.0	232	0	0	1	232	57498	57729	4.0E-132	460.0
EOSBI6J01DNGY9	gi|121582466|ref|NC_008765.1|	100.0	208	0	0	1	208	57845	57638	8.0E-118	412.0
EOSBI6J02G6UHR	gi|121582466|ref|NC_008765.1|	100.0	19	0	0	54	72	17328	17346	6.0E-5	38.2
EOSBI6J01C768C	gi|121582466|ref|NC_008765.1|	95.65	23	1	0	128	150	50999	50977	4.0E-5	38.2
EOSBI6J02IQDLS	gi|121582466|ref|NC_008765.1|	95.65	23	1	0	104	126	58366	58388	5.0E-5	38.2
EOSBI6J02G225D	gi|121582466|ref|NC_008765.1|	100.0	20	0	0	36	55	45316	45297	1.0E-5	40.1
EOSBI6J01A8JKZ	gi|121582466|ref|NC_008765.1|	95.65	23	1	0	131	153	50983	51005	5.0E-5	38.2
EOSBI6J01CDN58	gi|121582466|ref|NC_008765.1|	95.65	23	1	0	153	175	14728	14750	6.0E-5	38.2
EOSBI6J01DOK4I	gi|121582466|ref|NC_008765.1|	100.0	20	0	0	79	98	29272	29291	1.0E-5	40.1
EOSBI6J01CGON0	gi|121582466|ref|NC_008765.1|	80.43	92	18	0	76	167	11648	11557	2.0E-5	40.1
EOSBI6J01EYG91	gi|121582466|ref|NC_008765.1|	100.0	19	0	0	94	112	68754	68772	5.0E-5	38.2
EOSBI6J01C1UUN	gi|121582466|ref|NC_008765.1|	100.0	233	0	0	1	233	59301	59069	1.0E-132	462.0
EOSBI6J02HW97K	gi|121582466|ref|NC_008765.1|	100.0	236	0	0	1	236	57744	57509	2.0E-134	468.0
EOSBI6J02HZYID	gi|121582466|ref|NC_008765.1|	100.0	19	0	0	112	130	56178	56196	5.0E-5	38.2
EOSBI6J01B1WY9	gi|121582466|ref|NC_008765.1|	100.0	19	0	0	108	126	51965	51983	6.0E-5	38.2
EOSBI6J01BDASD	gi|121582466|ref|NC_008765.1|	90.38	52	5	0	23	74	6910	6859	1.0E-12	63.9
EOSBI6J01D5J17	gi|121582466|ref|NC_008765.1|	93.75	32	2	0	1	32	23260	23229	4.0E-8	48.1
EOSBI6J01CQ7RR	gi|121582466|ref|NC_008765.1|	98.67	225	0	3	1	224	57691	57469	1.0E-113	398.0
EOSBI6J02H65JX	gi|121582466|ref|NC_008765.1|	100.0	19	0	0	221	239	52603	52621	6.0E-5	38.2
EOSBI6J02IBAZP	gi|121582466|ref|NC_008765.1|	82.96	135	23	0	118	252	14382	14516	3.0E-19	85.7
EOSBI6J01EPZ46	gi|121582466|ref|NC_008765.1|	100.0	20	0	0	89	108	26889	26870	1.0E-5	40.1
EOSBI6J01B9ZL5	gi|121582466|ref|NC_008765.1|	100.0	120	0	0	121	240	58490	58609	3.0E-65	238.0
EOSBI6J01BOAHH	gi|121582466|ref|NC_008765.1|	100.0	19	0	0	97	115	5094	5076	5.0E-5	38.2
EOSBI6J01BXCNV	gi|121582466|ref|NC_008765.1|	95.83	24	1	0	148	171	3004	3027	1.0E-5	40.1
EOSBI6J02HF03V	gi|121582466|ref|NC_008765.1|	96.15	26	1	0	137	162	58182	58157	9.0E-7	44.1
EOSBI6J01CABOK	gi|121582466|ref|NC_008765.1|	100.0	20	0	0	239	258	67258	67239	1.0E-5	40.1
EOSBI6J01BZ7QE	gi|121582466|ref|NC_008765.1|	100.0	231	0	0	1	231	58344	58574	2.0E-131	458.0
EOSBI6J01DUOK6	gi|121582466|ref|NC_008765.1|	100.0	19	0	0	149	167	4379	4361	7.0E-5	38.2
EOSBI6J01BBXOK	gi|121582466|ref|NC_008765.1|	100.0	19	0	0	231	249	37382	37400	6.0E-5	38.2
EOSBI6J01C06GK	gi|121582466|ref|NC_008765.1|	100.0	20	0	0	63	82	34078	34059	1.0E-5	40.1
EOSBI6J02GEJMM	gi|121582466|ref|NC_008765.1|	95.83	24	1	0	118	141	50118	50141	1.0E-5	40.1
EOSBI6J02F9QAM	gi|121582466|ref|NC_008765.1|	100.0	243	0	0	1	243	59657	59415	1.0E-138	482.0
EOSBI6J02FXG0I	gi|121582466|ref|NC_008765.1|	93.1	29	2	0	211	239	42565	42593	4.0E-6	42.1
EOSBI6J01BL4UU	gi|121582466|ref|NC_008765.1|	100.0	20	0	0	55	74	39218	39237	1.0E-5	40.1
EOSBI6J02HVX7A	gi|121582466|ref|NC_008765.1|	100.0	228	0	0	1	228	58184	58411	1.0E-129	452.0
EOSBI6J01DM7CU	gi|121582466|ref|NC_008765.1|	90.32	31	3	0	74	104	61999	61969	6.0E-5	38.2
EOSBI6J01E1SAT	gi|121582466|ref|NC_008765.1|	92.16	51	4	0	132	182	35435	35485	2.0E-14	69.9
EOSBI6J02ILNTG	gi|121582466|ref|NC_008765.1|	100.0	19	0	0	42	60	70915	70897	6.0E-5	38.2
EOSBI6J01D2ZO3	gi|121582466|ref|NC_008765.1|	95.65	23	1	0	202	224	36916	36894	6.0E-5	38.2
EOSBI6J02HXUL2	gi|121582466|ref|NC_008765.1|	100.0	19	0	0	128	146	67689	67671	6.0E-5	38.2
EOSBI6J02IRUPH	gi|121582466|ref|NC_008765.1|	100.0	19	0	0	106	124	2555	2537	6.0E-5	38.2
EOSBI6J01EKZFJ	gi|121582466|ref|NC_008765.1|	100.0	21	0	0	124	144	37516	37496	4.0E-6	42.1
EOSBI6J02IAAF9	gi|121582466|ref|NC_008765.1|	95.65	23	1	0	74	96	13126	13148	5.0E-5	38.2
EOSBI6J01ASCWQ	gi|121582466|ref|NC_008765.1|	95.65	23	1	0	97	119	44896	44874	6.0E-5	38.2
EOSBI6J01CW52L	gi|121582466|ref|NC_008765.1|	100.0	241	0	0	1	241	58207	58447	2.0E-137	478.0
EOSBI6J01BL988	gi|121582466|ref|NC_008765.1|	100.0	19	0	0	82	100	43905	43923	5.0E-5	38.2
EOSBI6J01DDCG1	gi|121582466|ref|NC_008765.1|	100.0	232	0	0	1	232	57508	57277	4.0E-132	460.0
EOSBI6J02HDCA0	gi|121582466|ref|NC_008765.1|	100.0	19	0	0	185	203	5877	5859	5.0E-5	38.2
EOSBI6J01AILFC	gi|121582466|ref|NC_008765.1|	100.0	19	0	0	206	224	20792	20810	5.0E-5	38.2
EOSBI6J01D31OT	gi|121582466|ref|NC_008765.1|	100.0	250	0	0	1	250	58288	58039	8.0E-143	496.0
EOSBI6J02JR416	gi|121582466|ref|NC_008765.1|	100.0	19	0	0	214	232	65929	65911	6.0E-5	38.2
EOSBI6J01BPFNC	gi|121582466|ref|NC_008765.1|	100.0	19	0	0	160	178	46758	46740	5.0E-5	38.2
EOSBI6J02HLQ0T	gi|121582466|ref|NC_008765.1|	100.0	19	0	0	118	136	34633	34615	6.0E-5	38.2
EOSBI6J01CJM0N	gi|121582466|ref|NC_008765.1|	95.83	24	1	0	192	215	39211	39188	1.0E-5	40.1
EOSBI6J02H51Y6	gi|121582466|ref|NC_008765.1|	100.0	19	0	0	175	193	31837	31819	5.0E-5	38.2
EOSBI6J02HODMF	gi|121582466|ref|NC_008765.1|	100.0	20	0	0	32	51	48140	48121	1.0E-5	40.1
EOSBI6J02GUCCC	gi|121582466|ref|NC_008765.1|	100.0	19	0	0	108	126	69185	69203	6.0E-5	38.2
EOSBI6J01B0OMV	gi|121582466|ref|NC_008765.1|	96.43	28	1	0	90	117	6443	6416	5.0E-8	48.1
EOSBI6J01A64M2	gi|121582466|ref|NC_008765.1|	100.0	19	0	0	87	105	42180	42198	5.0E-5	38.2
EOSBI6J01AGNOY	gi|121582466|ref|NC_008765.1|	100.0	20	0	0	131	150	13036	13017	1.0E-5	40.1
EOSBI6J02ITSC5	gi|121582466|ref|NC_008765.1|	100.0	19	0	0	215	233	56520	56538	5.0E-5	38.2
EOSBI6J01BYTVK	gi|121582466|ref|NC_008765.1|	95.83	24	1	0	8	31	37482	37505	6.0E-6	40.1
EOSBI6J02ISWI1	gi|121582466|ref|NC_008765.1|	88.89	63	7	0	106	168	42231	42169	2.0E-14	69.9
EOSBI6J01CGO6J	gi|121582466|ref|NC_008765.1|	82.42	91	16	0	72	162	17370	17460	9.0E-10	54.0
EOSBI6J01DOX37	gi|121582466|ref|NC_008765.1|	100.0	19	0	0	101	119	1193	1211	7.0E-5	38.2
EOSBI6J02H7XPL	gi|121582466|ref|NC_008765.1|	100.0	19	0	0	80	98	68565	68547	5.0E-5	38.2
EOSBI6J01BS6C2	gi|121582466|ref|NC_008765.1|	100.0	19	0	0	216	234	41969	41951	6.0E-5	38.2
EOSBI6J01CK9NP	gi|121582466|ref|NC_008765.1|	100.0	236	0	0	1	236	57837	57602	2.0E-134	468.0
EOSBI6J01CXCZB	gi|121582466|ref|NC_008765.1|	96.15	26	1	0	135	160	27709	27684	1.0E-6	44.1
EOSBI6J02JNKDY	gi|121582466|ref|NC_008765.1|	100.0	19	0	0	59	77	20767	20785	6.0E-5	38.2
EOSBI6J02IGSQY	gi|121582466|ref|NC_008765.1|	95.83	24	1	0	52	75	28301	28278	1.0E-5	40.1
