sampleID	line	tissue	ratID	cage	condition	numSequences	shannonDiversity	rarifiedRichness50	unrarifiedRichness	Actinobacteria	Alphaproteobacteria	Bacilli	Bacteroidia	Betaproteobacteria	Chloroplast	Clostridia	Cytophagia	Deferribacteres	Deltaproteobacteria	Epsilonproteobacteria	Erysipelotrichia	Flavobacteriia	Fusobacteriia	Gammaproteobacteria	Methanobacteria	Mollicutes	Negativicutes	Opitutae	Sphingobacteriia	Spirochaetia	Thermoplasmata	Verrucomicrobiae
sample0016	High	Cecal Content	HSMA1	L	Exp	33141	0.9551795220963011	12.58	13	2.450023664691056	0.9595801928911822	3.9846822439850365	3.1392153765488513	1.549898057274757	0.0	4.32912831466715	0.0	0.606567973964744	1.2609416255592554	2.035328386824904	2.77240294786252	0.0	0.0	2.1458362074873776	0.0	1.2360985525400954	1.6079112943780112	0.0	0.0	0.0	0.0	0.0
sample0017	High	Cecal Content	HSMC1	O	Exp	48178	0.9850021720941508	11.5	13	2.0750728251676978	1.5547655984177495	3.668256794830005	3.5400861544000866	2.0673602310448116	0.0	4.3754101543099635	0.0	0.22979866186562484	1.617550506602247	2.76282215362414	2.8632288973075166	0.0	0.0	1.9242654677183373	0.0	0.22979866186562484	1.6319243921245323	0.0	0.0	0.0	0.0	0.0
sample0018	Low	Cecal Content	LSMB1	H	control	25234	0.9947078151020105	14.44	15	2.5742452282042523	1.348419667832634	3.650040101316865	3.5874887195005454	1.9862185781279031	0.0	4.373767775880061	0.0	1.1558272968699452	1.348419667832634	2.7744453148113983	2.330533405707321	0.0	0.0	2.322351841651048	0.953745725514315	0.8011617230026267	1.8298241264709174	0.0	0.0	0.0	0.36765748944152926	0.0
sample0019	High	Cecal Content	HSMA2	L	control	33966	1.1845154276547845	13.38	14	2.437818258069031	1.1997353777684447	3.880909476514789	3.4951474920775807	2.398460620975821	0.0	4.303587272685826	0.0	0.7742560155535472	1.7512788785038702	2.567042950474957	3.197540236746234	0.0	0.0	2.253026070012367	0.0	1.0371415995284687	1.457881675182735	0.0	0.0	0.4740078668130116	0.0	0.0
sample0020	High	Cecal Content	HSMC2	O	control	23199	0.9365931013975626	12.94	14	2.0783517627468813	1.1472385357698451	3.6269765487343264	3.6572298255035145	2.1808035246390536	0.0	4.376790283093749	0.0	0.38888718172843806	1.5354691170231356	2.324327596395619	2.54415605635146	0.0	0.0	1.8012827099717799	0.0	1.5167388786591343	1.6478992551278127	0.38888718172843806	0.0	0.0	0.0	0.0
sample0021	Low	Cecal Content	LSMB2	H	Exp	26265	1.1210825655459804	13.82	15	2.230126564422169	1.7066712839245022	3.7659325546663647	3.571445512012356	2.2910596999801323	0.0	4.338528988168937	0.0	1.672619697936264	1.6356693468888612	2.6212461675926835	3.018029747026515	0.0	0.0	2.3022837348443446	0.3578105317274523	1.566104173107323	1.6356693468888612	0.0	0.0	0.3578105317274523	0.0	0.0
sample0022	High	Cecal Content	HSMB1	M	Exp	44219	1.3450126415166903	11.58	12	2.5419219784411795	1.2666484338648982	3.9122590143405533	3.3652441772963666	2.5352376893072237	0.0	4.19759330386261	0.0	0.0	0.849984656138406	2.0884343360930515	3.804587070563036	0.0	0.0	1.9682401281553432	0.0	0.5158345035461204	1.7088750463788123	0.0	0.0	0.0	0.0	0.0
sample0023	High	Cecal Content	HSMC3	P	Exp	16481	1.2206527420141637	12.92	13	2.9463619141809727	0.8522669940546294	3.999178564047397	3.206729249261727	2.236190110223316	0.0	4.2531977966733905	0.0	1.1216588936958753	1.183891763349961	1.9950388002196047	3.4453066643538213	0.0	0.0	1.6209343986087428	0.0	1.641628386362695	1.661380998707478	0.0	0.0	0.0	0.0	0.0
sample0024	Low	Cecal Content	LSMC1	I	control	25902	0.9423398588540707	12.44	13	1.9038161608173456	1.056074079182819	3.7556722857572145	3.3251591589908744	1.310887593727004	0.0	4.380785458792429	0.0	0.3612133058070996	1.4890772451610719	2.6833079436215246	2.9176972768560767	0.0	0.0	2.436843152250422	0.0	1.1838402766351257	1.4509079117419523	0.0	0.0	0.0	0.0	0.0
sample0025	High	Cecal Content	HSMB2	M	control	28776	1.2415736407825617	12.4	13	2.676776615058309	1.923800799153142	3.8377350372040815	3.6628158789263243	2.079566707326234	0.0	4.282599032393422	0.0	0.33600144461267745	1.7736808983638113	2.13868857151985	3.280283475061302	0.0	0.0	1.9177144251805394	0.0	1.6890971127519605	1.6678332964308422	0.0	0.0	0.0	0.0	0.0
sample0026	High	Cecal Content	HSMC4	P	control	36062	1.355895146365533	12.0	12	2.279102095944336	1.2719328889011994	3.970490290147897	3.6310410903047825	2.5034351649028888	0.0	4.176494484665986	0.0	0.0	1.3855105734171076	1.9696339263179883	3.6281926704020675	0.0	0.0	1.4887924264028296	0.0	1.4328090595812646	1.4754585049500097	0.0	0.0	0.0	0.0	0.0
sample0027	Low	Cecal Content	LSMC2	J	Exp	38414	1.1887337788894459	12.44	14	2.2117235656414493	1.391249915396017	3.595584981728404	3.7789685822705463	2.2388555620349084	0.0	4.3139252540084065	0.0	0.2729398302745522	1.3246712798758409	2.8312583249750505	3.262675323281914	0.0	0.0	2.025175436014113	0.0	0.7957694158641927	1.7352700202478224	0.0	0.0	0.0	0.2729398302745522	0.0
sample0028	High	Cecal Content	HSMB3	N	Exp	35000	1.4016291131909087	12.22	13	2.3127960634789417	1.430100702180155	3.9459460201093517	3.789903352867931	2.568931979163423	0.0	4.183204198405372	0.0	0.4654003657481576	1.654779979506613	3.0632999098160902	3.10518240730943	0.0	0.0	2.364389875562109	0.0	0.5888514968399614	1.746037265783505	0.0	0.0	0.0	0.0	0.0
sample0029	Low	Cecal Content	LSMC3	K	control	33578	1.1318260471858623	12.44	13	2.272151032221081	1.1464169111153966	4.010016846647922	3.255100603107703	1.832815428154767	0.0	4.274029784795973	0.0	0.0	1.3427196339292573	2.433279232023119	3.315020630955718	0.47732867192241113	0.0	1.9297263558105409	0.0	0.845364701084501	1.8132196610185625	0.0	0.0	0.0	0.0	0.0
sample0031	High	Cecal Content	HSMF1	W	control	28080	1.0609114909961717	11.9	12	2.059495961813399	0.8440590164725044	4.118287684929477	3.5525981368938258	1.7755090506273732	0.0	4.212363828427393	0.0	0.0	1.4730445687197036	2.031417587442127	2.2621935153393053	0.0	0.0	1.7391723279604718	0.0	0.7624248398306804	1.6558701589217888	0.0	0.0	0.0	0.0	0.0
sample0032	High	Cecal Content	HSMF2	W	Exp	32670	1.0613868410578382	12.66	14	2.338495812832937	1.0525129402102171	4.0322037880874415	3.502733194792082	1.985216458878113	0.0	4.2727168154598045	0.0	0.3071813412438884	1.4889362963037531	2.3021896087602394	2.3738922355252177	0.0	0.0	1.8381117452008355	0.0	0.6112546423787723	1.7279883963894114	0.0	0.0	0.0	0.0	0.6112546423787723
sample0033	Low	Cecal Content	LSMD3	R	control	35683	1.097079030472141	11.98	12	2.1501750781083215	1.0553213182024033	3.6401474495069435	3.5465510455909337	1.793855803810364	0.0	4.343307116059905	0.0	0.0	1.3552349929362695	2.113978490268095	3.493478184691691	0.0	0.0	2.0744885016055084	0.0	1.5766364095024936	1.6372466742530272	0.0	0.0	0.0	0.0	0.0
sample0034	High	Cecal Content	HSMD2	U	control	43023	1.0395294088414269	11.92	12	2.209223393718181	1.2954486127530227	3.7309021167770564	3.6457332853762745	2.097545553534712	0.0	4.349460484694459	0.0	0.0	1.665576113164296	2.777052921992428	2.395475074305214	0.0	0.0	2.256803992414456	0.0	0.9046738797564855	1.78631808098725	0.0	0.0	0.0	0.0	0.0
sample0035	Low	Cecal Content	LSME1	S	Exp	40176	1.2217476655906392	13.28	14	2.023443571847977	1.605406978389726	3.801678394319511	3.804308343331091	2.1270499124923004	0.0	4.276261531628033	0.0	0.4269571961522929	1.3877172321399354	2.9506432607371145	2.6343713978931995	0.0	0.0	1.9144914273232871	0.0	2.324136793859714	1.9645636333897174	0.0	0.0	0.4269571961522929	0.0	0.0
sample0036	High	Cecal Content	HSMD3	U	Exp	40845	1.2209477088633842	12.2	13	2.376448653297346	1.8656675724014558	4.001202770093158	3.5175274881122007	2.173422475608249	0.0	4.257002024553282	0.0	0.26070865597268944	1.5508670621197473	2.3204291260070664	2.961415975918563	0.0	0.0	2.3485415997123615	0.0	2.4392536660105546	2.0128852800463353	0.0	0.0	0.0	0.0	0.0
sample0037	Low	Cecal Content	LSME2	S	control	27469	1.340383884036786	12.42	13	2.0867296638767026	1.0328675287722384	3.7680233314968268	3.859464411724443	2.0551528354398587	0.0	4.2329624293003105	0.0	0.34699261444349816	1.7389704937764467	3.3227528257012966	2.816539941289698	0.0	0.0	2.251332651498286	0.0	2.040883928199428	1.8420050289466003	0.0	0.0	0.0	0.0	0.0
sample0038	High	Cecal Content	HSME1	V	control	36222	1.4287700307517055	12.98	14	2.855616784561674	0.7511520106460854	3.550487696962772	3.6236908600357864	2.9009202391876303	0.0	4.232543464929639	0.0	0.0	1.6116150682270365	2.447512540743621	3.8229173655470006	0.0	0.0	2.319726475984732	0.970766531118762	1.5124279345631857	1.5246355754697412	0.0	0.0	0.0	0.2850326765687868	0.0
sample0039	Low	Cecal Content	LSMF1	T	Exp	38511	1.0388566993560744	11.9	12	2.102586459912573	0.7948496246010092	3.808080399512454	3.499627163733114	1.3052587628826011	0.0	4.344521672068512	0.0	0.0	1.148848497781935	2.5114945783901974	3.1107921874781805	0.0	0.0	1.9827502042156424	0.0	1.2860781862835038	1.3412515903751263	0.0	0.0	0.0	0.0	0.0
sample0040	High	Cecal Content	HSME2	V	Exp	46282	1.13593594876582	12.5	14	2.332798814783778	1.4096791673017715	3.7015226411041864	3.6557468812634157	2.26983345981351	0.0	4.330707752227358	0.0	0.23704801559884858	1.545595924307657	2.5637093761433443	3.232645365831041	0.0	0.0	1.7922964966996722	0.9873240800973325	0.0	1.5272597810463107	0.0	0.0	0.0	0.23704801559884858	0.0
sample0041	Low	Cecal Content	LSMD1	R	control	27073	1.2030162429528277	13.18	15	2.2393543918341123	1.5681287778345199	4.0659307602191666	3.7297961303833254	2.2235377687763505	0.0	4.1877344735452615	0.0	0.35047383700607543	1.39061960889397	2.5034341801014945	2.47549628318509	0.0	0.35047383700607543	1.863248914539447	0.0	1.848221405025681	1.5055450839734383	0.0	0.0	0.0	0.0	0.35047383700607543
sample0042	Low	Cecal Content	LSMF2	T	control	39157	1.1926288267629157	12.38	13	1.754186889619626	1.5786378389016416	3.762484709688079	3.8960757226312133	2.272342208673385	0.0	4.265230038118252	0.0	0.2690776733792783	1.5686914212341272	2.730938534601432	2.61855017664839	0.0	0.0	1.7200617221046883	0.0	2.177004617842508	1.7858248810103934	0.0	0.0	0.0	0.0	0.0
sample0044	Low	Cecal Content	LSMD2	R	Exp	25725	1.0282449733090353	12.0	12	2.156476698816558	1.9405631434040604	3.68664283873567	3.737785432219244	2.0338602825683916	0.0	4.345788729917072	0.0	0.0	1.453780735527772	2.4418658980521206	2.3275730948959565	0.0	0.0	2.092661146035291	0.0	1.9596517269455125	1.6444847189598122	0.0	0.0	0.0	0.0	0.0
sample0045	High	Cecal Content	HSMD1	U	Exp	41983	1.288588724905889	12.24	13	2.9274698989967076	0.9139916249955856	3.7197491420580535	3.13736645503356	1.9456687477223829	0.0	4.180402894507152	0.0	0.25536249786574416	1.3224121135386844	1.8821547725262875	4.030405326407111	0.0	0.0	1.6685840305974438	0.0	0.9544224763201248	1.411814318029475	0.0	0.0	0.0	0.0	0.0
sample0046	High	Cecal Content	HSME4	V	Exp	30654	1.070890042026887	11.96	12	2.2098829492987657	1.3805660413068652	3.9329695527397144	3.4242164488379916	1.6622198966833104	0.0	4.3119272987658315	0.0	0.0	1.5702355637438052	0.879499169901714	3.1251380288326205	0.0	0.0	2.3021215891425606	0.0	1.3166223159145598	1.6824646037273068	0.0	0.0	0.0	0.0	0.0
sample0047	High	Cecal Content	HSMF3	W	control	29180	1.0711892855784628	11.9	13	2.0819252641639143	1.0555273317208347	3.993036826560294	3.6816112261083216	1.9690594717303103	0.0	4.263901565030254	0.0	0.0	1.4905224168214612	1.7591060525537807	2.339733314526144	0.0	0.0	1.2335448364180779	0.0	0.5189202063028998	1.732160745486124	0.0	0.0	0.0	0.33275027968543963	0.0
sample0048	High	Cecal Content	HSMF4	W	Exp	35083	1.3980511527383777	12.44	13	2.599363406184888	1.4291102768707031	3.9401217459484417	3.9131359426629992	2.663454057890921	0.0	4.134872008132603	0.0	0.46472423419899794	1.3622772254571343	2.0953597527507686	3.259117618125544	0.0	0.0	1.9405208676892867	0.0	0.7625988815828537	2.111744717589492	0.0	0.0	0.0	0.0	0.0
sample0049	Low	Colon content	LSMB1	H	control	39200	1.0403334643228923	12.8	14	3.0692188289903477	0.9810006159431017	3.794444962649259	3.3782427746518864	1.785356034418485	0.0	4.354357380280999	0.0	0.2688576060576332	1.0182489020862469	1.785356034418485	2.9455655277747805	0.0	0.0	1.5580483802688168	1.5580483802688168	0.5528611467792584	2.040854693384861	0.0	0.0	0.0	0.0	0.0
sample0050	Low	Colon content	LSMC1	I	control	27823	1.3137276937236624	12.34	14	2.2856148625778787	1.154873812962664	4.074728727343443	3.3495626075648652	1.4940529824528006	0.0	4.097733511294531	0.0	0.0	1.190121406315029	1.713689900668016	3.8141810006646804	0.0	0.0	1.8048262476338057	0.34394163935432137	0.6649355535198331	1.9069205171011994	0.0	0.0	0.0	0.34394163935432137	0.0
sample0051	Low	Colon content	LSMC3	K	control	31941	1.1497258998626834	11.94	12	2.2177802927913355	1.436164250894182	3.9089563253910966	3.575773104508589	1.8909589110868734	0.0	4.290430392078715	0.0	0.0	1.2996396063065114	2.212210573570632	3.217349771070974	0.0	0.0	1.6125311853312123	0.0	0.8640376198769872	1.8542104876932068	0.0	0.0	0.0	0.0	0.0
sample0052	Low	Colon content	LSMD1	R	control	51154	0.7965983441076451	12.02	13	1.9713692801406637	1.3021042412081638	4.406972596184364	3.5872713273393826	2.0691789023480487	0.0	3.5606449226673886	0.0	0.0	0.6938396835786037	1.2410982687847054	2.383950142802698	0.0	0.0	0.9485383939444871	0.0	1.6596107399590703	1.554060857587466	0.0	0.0	0.0	0.0	0.2192911647535529
sample0053	Low	Colon content	LSMD3	R	control	31142	1.1355558625908002	12.3	13	2.1155419319938624	1.2351476230847238	3.6391778535648807	3.669800764083058	1.80333218506308	0.0	4.325362485028719	0.0	0.0	1.1768703899980324	2.197154437552407	3.4614663313213225	0.0	0.0	1.871407456330932	0.0	1.5371746469103662	1.623267987355913	0.0	0.0	0.0	0.0	0.3178534349287371
sample0054	Low	Colon content	LSME2	S	control	26097	1.1097118759680378	11.68	12	1.9717673812736067	0.5532962790959882	3.750631929470793	3.767574455270284	1.9211938040005216	0.0	4.315244320950673	0.0	0.0	1.4859259707216266	2.6473131719115655	2.745034479136302	0.0	0.0	1.8562277450495603	0.0	1.9534854353618534	1.9472163384770156	0.0	0.0	0.0	0.0	0.0
sample0055	Low	Colon content	LSMF2	T	control	41375	1.2898386700486038	11.76	12	1.9749510889106419	1.5553578392003153	3.9165315025267313	3.963291343551615	2.3233153834437825	0.0	4.158268818518027	0.0	0.0	1.4920472370255682	1.9018779011853912	3.0289601284571748	0.0	0.0	0.7688456844600758	0.0	2.232325330612229	1.8974341030616495	0.0	0.0	0.0	0.0	0.0
sample0056	Low	Colon content	LSMJ6	B	control	42420	1.0560131465752574	9.84	12	2.330580914624152	0.6955376185243548	4.2235151217761375	3.5586413504988212	2.0609485319637315	0.0	4.101236222442107	0.0	0.0	0.25336897412827347	1.2837294116893219	2.3570740679519395	0.0	0.0	0.41233546236312235	0.0	0.25336897412827347	1.7134584402215323	0.0	0.0	0.0	0.0	0.0
sample0057	Low	Colon content	LSMJ8	B	control	37973	1.1760947894791742	12.34	14	2.2795921418680405	1.03075465129785	4.088720974024632	3.340313533456479	1.8969152980435087	0.0	4.207370963580737	0.0	0.4424463720387366	0.8569857963976851	1.7927953353644694	3.409458206090272	0.0	0.0	1.5816712628014282	0.2752868163938765	0.5628494153918976	1.8870591144457851	0.0	0.0	0.0	0.0	0.0
sample0058	Low	Colon content	LSMK6	A	control	44863	0.9939824010176928	10.68	13	2.7673149511469433	1.087600102406025	3.8735356876476272	3.157628413398738	1.7572020311583325	0.0	4.347867266290931	0.0	0.24278800406529882	0.6016223187201859	1.6692104466118785	3.222652960868349	0.24278800406529882	0.0	0.39758990587908943	0.0	0.0	1.6550478290694288	0.0	0.0	0.0	0.0	0.0
sample0059	Low	Colon content	LSMK8	A	control	43792	1.1867674670645025	11.78	12	2.3087137091206134	1.627721814265931	4.035644796289275	3.828332236744966	2.168957765100305	0.0	4.180478928925561	0.0	0.0	1.2134170666628703	2.1666934892969856	2.3448206766500914	0.0	0.0	1.2134170666628703	0.0	0.6845359001271318	1.8594978092438628	0.0	0.0	0.0	0.0	0.0
sample0060	Low	Colon content	LSML6	C	control	27582	1.04760837893231	12.5	13	2.379811245824107	1.120001235605463	3.6721947749049266	3.4925903396070197	1.9359012482933566	0.0	4.359385350486063	0.0	0.34601254377134083	1.6018898845176994	2.234407097621604	3.354977692780913	0.0	0.0	1.1583885906083373	0.0	0.9789936999049045	1.9419906547240595	0.0	0.0	0.0	0.0	0.0
sample0061	Low	Colon content	LSMA1	G	Exp	25216	1.0536181292215678	14.28	15	2.527381621034517	0.8843900511557944	4.261243839815477	3.1841586293461446	1.9223064249502648	0.0	4.091288999317403	0.0	0.9540211662898568	1.2630060023334058	2.6995892040765592	2.5540388856905625	0.0	0.0	1.9556017746273053	0.8843900511557944	1.7453506721056067	1.481679330317858	0.0	0.0	0.0	0.36783450622070013	0.0
sample0062	Low	Colon content	LSMB2	H	Exp	51647	1.0625169331401114	14.0	15	2.294099336633308	1.268729415275922	3.9614462540382687	3.316367115284974	2.2503369229553765	0.0	4.3156323387213495	0.0	1.4211726201759258	1.5419749976589487	2.397128101774392	2.880963288790171	0.0	0.0	2.222470857119118	0.7446270526026925	1.5881078981376997	1.5254401065888716	0.0	0.0	0.217644503180219	0.0	0.0
sample0063	Low	Colon content	LSMC2	J	Exp	26015	1.2738415213712169	12.5	13	2.1966973985466947	1.449084459769807	3.8423095806158805	3.9575270893452097	2.3064166999652977	0.0	4.1903875352557955	0.0	0.0	1.0543500318488914	2.0184147941270276	3.1743906802019146	0.0	0.0	0.8726345424528891	0.0	1.0017982653755348	1.84971819357223	0.0	0.0	0.0	0.554281176145245	0.0
sample0064	Low	Colon content	LSMD2	R	Exp	38064	1.1133726699138746	12.44	13	2.550220973244365	1.7249628262935683	3.927721392516824	3.5867434517371763	2.0362252005410797	0.0	4.298248838526337	0.0	0.0	1.0960793227868981	2.107617025881165	2.710873549638743	0.0	0.0	1.8496617400174868	0.0	1.7176798419380543	2.0733864393168373	0.0	0.0	0.0	0.0	0.2747991090473954
sample0065	Low	Colon content	LSME1	S	Exp	42161	1.133251189583612	12.0	12	2.224200753369433	1.4608195022549844	3.9035888645210215	3.691969207020906	2.0293845562982553	0.0	4.288172489818072	0.0	0.0	1.2488770415647956	2.5927617417065782	2.4495429771222557	0.0	0.0	1.8711258080662019	0.0	2.1169728545052124	1.8372378533262053	0.0	0.0	0.0	0.0	0.0
sample0066	Low	Colon content	LSMF1	T	Exp	31222	1.110030212645763	12.3	13	2.1456118555234496	1.1434758130561522	3.9000750678042957	3.727730769929902	1.6108785240897323	0.31727551391578285	4.284052327561163	0.0	0.0	0.9827162466510536	2.040203678452135	2.7982653642948914	0.0	0.0	1.7556002712230583	0.0	1.8238004479046375	1.4286129993338674	0.0	0.0	0.0	0.0	0.0
sample0067	Low	Colon content	LSMJ5	B	Exp	43981	1.2083130361646912	12.78	15	2.2510320789381324	1.2688657287144782	3.8510842175200977	3.716777485141103	2.146284313026236	0.0	4.280907193353798	0.0	0.0	1.6016762188897529	3.0080315846517136	2.8545199550836355	0.0	0.0	1.56712776508354	0.0	0.24650180967953983	1.7769118155100854	0.0	0.0	0.24650180967953983	0.40278157573577456	0.40278157573577456
sample0068	Low	Colon content	LSMJ7	B	Exp	44161	1.1650489150739478	11.7	12	2.254816897297294	1.4532015550772577	3.5880716072604697	3.14456392482011	1.5742993135184886	0.0	4.190431329561635	0.0	0.0	0.8504741992438885	1.3177160537598454	4.097184292429662	0.0	0.0	1.144115793723578	0.0	0.6816477464878505	1.6241639236822791	0.0	0.0	0.0	0.0	0.0
sample0069	Low	Colon content	LSMK5	A	Exp	28794	0.9997570913167403	11.14	13	2.997940086543815	0.3358551723450605	3.9333427973721213	3.0704627916055056	1.5836906541339528	0.0	4.3347718849583865	0.0	0.0	0.753424123596058	1.8922102248013744	3.020271043335278	0.0	0.0	1.060804780450043	0.0	0.3358551723450605	1.798305359529377	0.0	0.0	0.3358551723450605	0.0	0.0
sample0071	Low	Colon content	LSML5	C	Exp	43446	1.229140190703173	12.22	13	2.521169878465094	1.1738148987039738	3.805148605301055	3.394690133400988	2.497255408940135	0.0	4.283992229678107	0.0	0.0	1.4107684777699074	1.589923281440578	3.6693302951924553	0.0	0.0	1.1507000151425752	0.0	1.0729075662957908	1.975817559700071	0.0	0.0	0.24881191475853046	0.0	0.0
sample0072	Low	Colon content	LSML7	C	Exp	35871	1.1218593916541868	11.96	12	2.245936235938516	1.3153760333346278	3.73893175804577	3.4194108969972414	2.0989460176340606	0.0	4.332292841584051	0.0	0.0	1.3707338656083177	2.214828018518581	3.5252709616113314	0.0	0.0	1.8640928338644351	0.0	1.087815729583311	1.8171391992551535	0.0	0.0	0.0	0.0	0.0
