sampleID	line	tissue	ratID	cage	condition	numSequences	shannonDiversity	rarifiedRichness50	unrarifiedRichness	Actinobacteria	Bacteroidetes	Candidatus Saccharibacteria	Cyanobacteria/Chloroplast	Deferribacteres	Euryarchaeota	Firmicutes	Fusobacteria	Proteobacteria	Spirochaetes	Tenericutes	Verrucomicrobia
sample0011	Low	Cecal Content	LSMJ5	B	Exp	26461	0.5426890532854031	4.68	5	2.0301427928618665	3.7533762609475123	0.0	0.0	0.0	0.0	4.441181840710568	0.0	2.6654404638615374	0.0	0.5512946632987882	0.0
sample0012	Low	Cecal Content	LSML7	C	Exp	40743	0.33821937138524744	5.42	6	2.2144618507053737	3.335388847189546	0.0	0.0	0.0	0.0	4.492630123924163	0.0	2.6230135577638127	0.42517444189939885	1.2459551267983549	0.0
sample0013	Low	Cecal Content	LSMJ6	B	control	21870	0.5980806743890827	4.88	5	2.062758091565231	3.816876088728498	0.0	0.0	0.0	0.0	4.42476562323813	0.0	2.7668363285533797	0.0	0.7515709236721326	0.0
sample0014	High	Cecal Content	HSMJ6	D	control	27496	0.5180778969428157	5.8	7	2.0187890654444245	3.6649188975924987	0.3485396430150417	0.0	0.0	0.0	4.454070710796194	0.0	2.8136321516825977	0.3485396430150417	1.4484980721151464	0.0
sample0015	Low	Cecal Content	LSMA1	G	Exp	39452	0.31314234270700636	7.02	8	2.8284923146600285	2.9745942130745306	0.0	0.0	1.1927757392722567	0.7234912597174283	4.500818333886024	0.0	2.709625795127357	0.0	1.427203644675443	0.26906597469101096
sample0016	High	Cecal Content	HSMA1	L	Exp	33334	0.28218553556223125	5.64	6	2.4507335982573717	3.1490974309690736	0.0	0.0	0.6071042664705965	0.0	4.5024233595564285	0.0	2.5394476083615527	0.0	1.236769676040286	0.0
sample0017	High	Cecal Content	HSMC1	O	Exp	48560	0.47680704227064336	4.58	6	2.0748788421155435	3.5518643107398344	0.0	0.0	0.22971829177769176	0.0	4.466813059870158	0.0	2.9431521078045364	0.0	0.22971829177769176	0.0
sample0018	Low	Cecal Content	LSMB1	H	control	25394	0.555992294655946	6.88	7	2.5747331899617696	3.5924402089021505	0.0	0.0	1.156282404197982	1.0141775237823485	4.455135698193303	0.0	3.0095229326020623	0.0	0.80157368861693	0.0
sample0019	High	Cecal Content	HSMA2	L	control	34215	0.4848176647742767	6.44	8	2.4378801738782956	3.499447987342752	0.29872795470610336	0.0	0.7743077083265576	0.0	4.4693522480505194	0.0	2.9726547535085643	0.4740491471445382	1.0371980375614656	0.0
sample0020	High	Cecal Content	HSMC2	O	control	23354	0.5057097707790257	5.96	7	2.078691176800072	3.6668893858609826	0.0	0.0	0.38908969290981577	0.0	4.45569830813821	0.0	2.7011800589989825	0.0	1.5170707389655778	0.38908969290981577
sample0021	Low	Cecal Content	LSMB2	H	Exp	26471	0.5309196984872628	6.92	8	2.2299688373085846	3.575144963718627	0.0	0.0	1.6724644089793363	0.3577214857883814	4.459586835229161	0.0	3.0130473731581486	0.3577214857883814	1.565949821498842	0.0
sample0022	High	Cecal Content	HSMB1	M	Exp	44498	0.39819004869098373	4.5	5	2.542423242692481	3.3743431708793046	0.0	0.0	0.0	0.0	4.484829654031832	0.0	2.7790596196862056	0.0	0.5161839938746621	0.0
sample0023	High	Cecal Content	HSMC3	P	Exp	16578	0.3830551180633315	6.0	6	2.947046844647306	3.2193510726935446	0.0	0.0	1.1222928194089057	0.0	4.490236665278497	0.0	2.5314554359072945	0.0	1.642298454309824	0.0
sample0024	Low	Cecal Content	LSMC1	I	control	26051	0.376140563126965	5.34	6	1.9045500761679401	3.329616721355058	0.0	0.0	0.3616331383192988	0.0	4.487547614726984	0.0	2.952479800518446	0.0	1.1845348280385726	0.0
sample0025	High	Cecal Content	HSMB2	M	control	28955	0.5603028822373642	5.38	6	2.677316613908283	3.6711136210182636	0.0	0.0	0.33629303029707913	0.0	4.449205736728403	0.0	2.708214244400362	0.0	1.6896271850699827	0.0
sample0026	High	Cecal Content	HSMC4	P	control	36309	0.4984519864292482	5.0	5	2.2793704801634544	3.639374261109363	0.0	0.0	0.0	0.0	4.4591376253183235	0.0	2.697998571735778	0.0	1.4330689057244883	0.0
sample0027	Low	Cecal Content	LSMC2	J	Exp	38663	0.6322378618567139	5.56	7	2.212149200936721	3.7834852348109775	0.0	0.0	0.27313970714174585	0.27313970714174585	4.424522608178013	0.0	3.0149743213986575	0.0	0.7961291687215623	0.0
sample0028	High	Cecal Content	HSMB3	N	Exp	35295	0.720644021021364	5.1	6	2.3123872035510273	3.7954708385572493	0.0	0.0	0.4651302491478395	0.0	4.406213873366284	0.0	3.2837939554738287	0.0	0.5885465607615293	0.0
sample0029	Low	Cecal Content	LSMC3	K	control	33962	0.32871220276660007	4.92	5	2.270456005382493	3.260108474743461	0.0	0.0	0.0	0.0	4.495232240553988	0.0	2.753721656000625	0.0	0.8439042601593246	0.0
sample0031	High	Cecal Content	HSMF1	W	control	28213	0.4089480053891218	4.94	5	2.0606677841637726	3.5591339091740792	0.0	0.0	0.0	0.0	4.474876186988801	0.0	2.429075801367841	0.0	0.7634029014244412	0.0
sample0032	High	Cecal Content	HSMF2	W	Exp	32900	0.422687037460786	5.78	7	2.3386824710655945	3.5087764516072206	0.0	0.0	0.30727642907760155	0.0	4.4766250747276155	0.0	2.6428035322539025	0.0	0.6113962705462268	0.6113962705462268
sample0033	Low	Cecal Content	LSMD3	R	control	35933	0.4297780798731557	5.0	5	2.150375811976566	3.5501094205581456	0.0	0.0	0.0	0.0	4.473560942748448	0.0	2.5740568216203092	0.0	1.5768332160871603	0.0
sample0034	High	Cecal Content	HSMD2	U	control	43290	0.5523410079404206	4.98	5	2.2097674009679307	3.6536561098385203	0.0	0.0	0.0	0.0	4.449964598373184	0.0	3.000856234422863	0.0	0.9051531294850123	0.0
sample0035	Low	Cecal Content	LSME1	S	Exp	40437	0.691898532115107	5.88	7	2.0238616240239105	3.8096612320407393	0.0	0.0	0.4272213845789836	0.0	4.4126840854340275	0.0	3.0875292898010667	0.4272213845789836	2.32455684288002	0.0
sample0036	High	Cecal Content	HSMD3	U	Exp	41125	0.5142018632800931	5.3	6	2.376714801379135	3.52564478923464	0.0	0.0	0.2608293104943385	0.0	4.465933185936358	0.0	2.8765425330391925	0.0	2.4395199652940027	0.0
sample0037	Low	Cecal Content	LSME2	S	control	27584	0.8111312194314814	5.46	6	2.088137941034099	3.8643942724744442	0.0	0.0	0.347774428281476	0.0	4.376427010611364	0.0	3.400445655993231	0.0	2.0422909127521858	0.0
sample0038	High	Cecal Content	HSME1	V	control	36434	0.6508223258751427	5.98	6	2.856315663344767	3.6296292989201566	0.0	0.0	0.0	1.012485458513037	4.438769505967795	0.0	3.137202128839108	0.0	1.513106298236369	0.0
sample0039	Low	Cecal Content	LSMF1	T	Exp	38768	0.4153260769158548	5.0	5	2.102929412203909	3.505810042081138	0.0	0.0	0.0	0.0	4.477434504536227	0.0	2.686314974758242	0.0	1.286405984331589	0.0
sample0040	High	Cecal Content	HSME2	V	Exp	46641	0.5336751599877952	5.2	6	2.332677925633846	3.661781467927177	0.0	0.0	0.23699693203299407	1.0185230049983167	4.452524304233773	0.0	2.84146180155835	0.0	0.0	0.0
sample0041	Low	Cecal Content	LSMD1	R	control	27195	0.5779024963456715	6.32	8	2.2406286185715336	3.7334808985678336	0.0	0.0	0.35118405975297584	0.0	4.44001017947536	0.35118405975297584	2.81510770615202	0.0	1.8494848557767862	0.35118405975297584
sample0042	Low	Cecal Content	LSMF2	T	control	39383	0.6985118156260056	5.26	6	1.754908854488866	3.900440801467901	0.0	0.0	0.2694172229388983	0.0	4.394590184437481	0.0	2.949719624451163	0.0	2.177734630186682	0.0
sample0044	Low	Cecal Content	LSMD2	R	Exp	25893	0.5834709374381075	5.0	5	2.156881153126287	3.7453954480338068	0.0	0.0	0.0	0.0	4.437742064269713	0.0	2.81950693726964	0.0	1.9600545532723506	0.0
sample0045	High	Cecal Content	HSMD1	U	Exp	42108	0.33372205710090064	5.22	6	2.929410744102415	3.148085933935963	0.0	0.0	0.2562274112449111	0.0	4.496180393327707	0.0	2.391302942153729	0.0	0.9561502267256663	0.0
sample0046	High	Cecal Content	HSME4	V	Exp	30827	0.3701008341236137	5.0	5	2.210668252489426	3.4294644868306796	0.0	0.0	0.0	0.0	4.48606933716696	0.0	2.559065211696679	0.0	1.3173744058505379	0.0
sample0047	High	Cecal Content	HSMF3	W	control	29304	0.472640327717091	4.92	6	2.0833064135697685	3.6857018213346393	0.0	0.0	0.0	0.33349621306851474	4.457350212910005	0.0	2.338826195456839	0.0	0.519891716329847	0.0
sample0048	High	Cecal Content	HSMF4	W	Exp	35462	0.7158789917347304	5.42	6	2.597934794575177	3.91620227871789	0.0	0.0	0.46378377699961776	0.0	4.388620269176648	0.0	2.8691653014934264	0.0	0.7614144053345293	0.0
sample0049	Low	Colon content	LSMB1	H	control	39363	0.44990380386245893	6.22	8	3.0712841626212954	3.385709173439641	0.26951921099129467	0.0	0.26951921099129467	1.5594409795811728	4.477389229901628	0.0	2.279223994948207	0.0	0.5538927943685966	0.0
sample0050	Low	Colon content	LSMC1	I	control	28103	0.31721817636663485	5.42	6	2.2845061974999883	3.3577296523948563	0.0	0.0	0.0	0.532655767824051	4.493993487189017	0.0	2.28178043637555	0.0	0.6640624090821216	0.0
sample0051	Low	Colon content	LSMC3	K	control	32280	0.4422234863227436	4.84	5	2.216437750497833	3.580088902642937	0.0	0.0	0.0	0.0	4.4699746112356715	0.0	2.572059970453736	0.0	0.862871860407177	0.0
sample0052	Low	Colon content	LSMD1	R	control	51261	0.4169315794533243	5.24	6	1.9767080337112612	3.59070298170387	0.0	0.0	0.0	0.0	4.472006397486965	0.0	2.2339742685279416	0.0	1.661886729213574	0.22021513352941335
sample0053	Low	Colon content	LSMD3	R	control	31421	0.4930192690078642	5.96	7	2.11490761386169	3.672755095193747	0.49897403226559134	0.0	0.0	0.0	4.4567705724024735	0.0	2.5521139084041775	0.0	1.5365539950987788	0.3175217978625313
sample0054	Low	Colon content	LSME2	S	control	26186	0.5906513658276262	5.0	5	1.9735043860334553	3.772375032788812	0.0	0.0	0.0	0.0	4.4330212065560115	0.0	2.8129034238113046	0.0	1.9552216361578534	0.0
sample0055	Low	Colon content	LSMF2	T	control	41625	0.6916079172675731	5.0	5	1.9792831288540764	3.967692551729822	0.0	0.0	0.0	0.0	4.37917238882769	0.0	2.5636799657347793	0.0	2.2329397551938186	0.0
sample0056	Low	Colon content	LSMJ6	B	control	42607	0.40649778957882354	4.2	5	2.331898729127711	3.5632789449365814	0.0	0.0	0.0	0.0	4.474836249577926	0.0	2.148726504310112	0.0	0.25395468074613303	0.0
sample0057	Low	Colon content	LSMJ8	B	control	38230	0.31228887670307254	5.36	7	2.2798954337040143	3.3432433516723368	0.0	0.0	0.4426412115105653	0.27542997990572987	4.494947586505277	0.0	2.3015527092934507	0.0	0.5630709042242212	0.0
sample0058	Low	Colon content	LSMK6	A	control	45087	0.28824604437037094	4.12	5	2.7683843769136915	3.162079835826784	0.0	0.0	0.24324708393597522	0.0	4.500916175127013	0.0	2.1068446866593487	0.0	0.0	0.0
sample0059	Low	Colon content	LSMK8	A	control	44020	0.5968297441269489	4.76	5	2.309687928706333	3.8311380004503954	0.0	0.0	0.0	0.0	4.4229792548337565	0.0	2.587777362334716	0.0	0.6853126827373731	0.0
sample0060	Low	Colon content	LSML6	C	control	27796	0.40923466471487835	5.4	6	2.3796894885579447	3.4977122132771856	0.0	0.0	0.34594539930699564	0.0	4.478768614236479	0.0	2.54171213829519	0.0	0.9788842669210808	0.0
sample0061	Low	Colon content	LSMA1	G	Exp	25304	0.36097171858754307	6.9	7	2.529097819008731	3.191896416289636	0.0	0.0	0.9555514486252912	0.9555514486252912	4.493594442571213	0.0	2.864991389893224	0.0	1.7470410918138626	0.0
sample0062	Low	Colon content	LSMB2	H	Exp	51994	0.39056633507497696	7.04	8	2.2944238319253483	3.32022449101175	0.0	0.0	1.42148640980194	0.7448945014651829	4.487501874154687	0.0	2.8897540842667375	0.21777308948055957	1.5884256328891788	0.0
sample0063	Low	Colon content	LSMC2	J	Exp	26152	0.6706397408434634	5.6	6	2.197644549206753	3.9619918872174527	0.0	0.0	0.0	0.5549685766232949	4.383164522319902	0.0	2.5589003283218177	0.0	1.0026566368449457	0.0
sample0064	Low	Colon content	LSMD2	R	Exp	38406	0.49173255423297824	5.7	7	2.5495724354090865	3.599679392584231	0.2744942907865632	0.0	0.0	0.0	4.463585203445147	0.0	2.593692358598484	0.0	1.7170419387775995	0.2744942907865632
sample0065	Low	Colon content	LSME1	S	Exp	42365	0.5642884957767862	5.0	5	2.225331945300425	3.698420982665991	0.0	0.0	0.0	0.0	4.445906580364152	0.0	2.8101394666805275	0.0	2.118102147062304	0.0
sample0066	Low	Colon content	LSMF1	T	Exp	31390	0.5217311446990809	5.3	6	2.146509084933187	3.733852220189578	0.0	0.3177441810176459	0.0	0.0	4.446894813310238	0.0	2.3962840401766017	0.0	1.8246905884402944	0.0
sample0067	Low	Colon content	LSMJ5	B	Exp	44284	0.6201556186786412	5.4	8	2.2531406871543096	3.7205191658962415	0.0	0.0	0.0	0.40293423672439305	4.43341417204388	0.0	3.1110622218279405	0.24661120518385488	0.24661120518385488	0.40293423672439305
sample0068	Low	Colon content	LSMJ7	B	Exp	44666	0.2288974026859046	4.78	5	2.253122510953417	3.1475734055766917	0.0	0.0	0.0	0.0	4.507227780235425	0.0	2.0652202478173924	0.0	0.6802990600623273	0.0
sample0069	Low	Colon content	LSMK5	A	Exp	28896	0.31220287637193894	4.82	6	2.999636936546749	3.074309128261724	0.0	0.0	0.0	0.0	4.498593099111823	0.0	2.1720651495415737	0.33677071718941526	0.33677071718941526	0.0
sample0071	Low	Colon content	LSML5	C	Exp	43810	0.38741996946113805	5.14	6	2.520781877418475	3.4024809346614178	0.0	0.0	0.0	0.0	4.485352316875777	0.0	2.61661941112959	0.2486422319107312	1.0725513091318835	0.0
sample0072	Low	Colon content	LSML7	C	Exp	36149	0.3799755873651447	5.0	5	2.245818386592844	3.42483261753625	0.0	0.0	0.0	0.0	4.48509526356184	0.0	2.657306366912034	0.0	1.0877068910160266	0.0
sample0073	High	Colon content	HSMA2	L	control	25397	0.45786435993266217	5.74	6	2.5792818274858234	3.5069699891641295	0.0	0.0	0.5641834624966143	0.0	4.472942461268163	0.0	2.72660647548644	0.0	1.230335077120847	0.0
sample0074	High	Colon content	HSMB2	M	control	28791	0.4700626129893086	5.0	5	2.152591772099616	3.6203087524404722	0.0	0.0	0.0	0.0	4.464161618428829	0.0	2.5711977946487727	0.0	1.7316871920573613	0.0
sample0075	High	Colon content	HSMB4	N	control	34107	0.5898381309593924	4.98	5	2.3547057989869207	3.774111530515472	0.0	0.0	0.0	0.0	4.432776242574838	0.0	2.770548599387978	0.0	0.9970820986016595	0.0
sample0076	High	Colon content	HSMC2	O	control	41207	0.5402093049047975	5.74	7	2.061430564728495	3.714398123834822	0.0	0.0	0.4221106091442671	0.0	4.446468393930937	0.0	2.760481773040104	0.26043893071441526	1.4488739807955324	0.0
sample0077	High	Colon content	HSMC4	P	control	34849	0.1456246902046186	4.8	5	2.4774096931667446	2.7254205538872633	0.0	0.0	0.0	0.0	4.517968510593104	0.0	1.8005197159625912	0.0	0.6889272722592331	0.0
sample0078	High	Colon content	HSMD2	U	control	29001	0.3363654209512318	4.44	5	2.3679058653497327	3.409186588576887	0.0	0.0	0.0	0.0	4.490119252378388	0.0	2.1635989642579894	0.0	0.33592158191064597	0.0
sample0079	High	Colon content	HSME1	V	control	45103	0.44734798047525526	5.64	6	2.762636288997707	3.337842526053523	0.0	0.0	0.0	0.6023101418219637	4.48004553124604	0.0	2.9425892716214515	0.0	1.3120711005900125	0.0
sample0080	High	Colon content	HSME3	V	control	33302	0.3307053202198979	6.9	7	2.506794581919579	3.1047285591225755	0.0	0.0	0.7841009148783347	1.0478792082326225	4.498687433120553	0.0	2.7458975323675245	0.0	2.216601238640805	0.0
sample0081	High	Colon content	HSMF1	W	control	45510	0.37952952834162434	5.1	6	2.235752223789378	3.5135960807755247	0.0	0.0	0.241512534823714	0.0	4.480792565183345	0.0	2.2106352827480182	0.0	0.737445679459877	0.0
sample0082	High	Colon content	HSMF3	W	control	27216	0.4798718437125313	4.0	4	2.610390069145304	3.6476635108953177	0.0	0.0	0.0	0.0	4.460222772410914	0.0	2.18043723852858	0.0	0.0	0.0
sample0083	High	Colon content	HSMJ6	D	control	30337	0.3292714197037459	4.98	5	2.346253902862655	3.3383067089374783	0.0	0.0	0.0	0.0	4.4934791372677525	0.0	2.472339584696408	0.0	0.9450420144860882	0.0
sample0084	High	Colon content	HSMJ8	D	control	23391	0.5715449321667122	5.78	6	2.266711534854229	3.8156601458130903	0.0	0.0	0.5904575409512648	0.0	4.4289817244447205	0.0	2.412653971488274	0.0	1.2640456465964436	0.0
sample0085	High	Colon content	HSMA1	L	Exp	30086	0.5626366848311701	5.32	6	2.3228188301297155	3.7461819904981293	0.0	0.0	0.0	0.32740299478404283	4.440169351465719	0.0	2.699487136998022	0.0	1.278832442717811	0.0
sample0086	High	Colon content	HSMB1	M	Exp	61135	0.5827424120770295	5.44	7	2.146097455432787	3.769835612231378	0.0	0.0	0.0	0.0	4.43391215344406	0.0	2.8220591442147485	0.3237657646811225	0.8507198238871604	0.3237657646811225
sample0087	High	Colon content	HSMB3	N	Exp	16659	0.4831519387674919	4.7	5	2.6799275997200738	3.582222778935092	0.0	0.4817476696259422	0.0	0.0	4.4652717743542	0.0	2.5595702532448468	0.0	0.0	0.0
sample0088	High	Colon content	HSMC1	O	Exp	46640	0.1952551954300083	4.26	5	2.6713280260567522	2.8191081229739665	0.0	0.0	0.2370008481821195	0.0	4.513062629533409	0.0	2.1449964078809183	0.0	0.0	0.0
sample0089	High	Colon content	HSMC3	P	Exp	31826	0.5422612644596181	5.0	5	2.495076999188492	3.6468437935379163	0.0	0.0	0.0	0.0	4.4541247151064	0.0	2.707099352491352	0.0	2.1727603690093464	0.0
sample0090	High	Colon content	HSMD1	U	Exp	42006	0.5928599270089072	5.0	5	2.6824383549729545	3.734190394975061	0.0	0.0	0.0	0.0	4.438115601829848	0.0	2.6988492168504368	0.0	1.5000270153540123	0.0
sample0091	High	Colon content	HSMD3	U	Exp	29242	0.6068251164919054	5.58	6	2.0406935821048604	3.719006630822994	0.0	0.0	0.5205339001588424	0.0	4.438668692849999	0.0	2.7355650973635113	0.0	2.7059228690681882	0.0
sample0092	High	Colon content	HSME2	V	Exp	37185	0.32595711533926536	4.98	5	2.266938949520626	3.335462233217906	0.0	0.0	0.0	1.0044934818795195	4.4938688720857956	0.0	2.5034225573890803	0.0	0.0	0.0
sample0093	High	Colon content	HSME4	V	Exp	34786	0.4765675876172836	5.68	6	1.7592504834101483	3.627386008792605	0.0	0.0	0.5932369834478874	0.0	4.462674614153743	0.0	2.653802537576426	0.0	1.9473685713802105	0.0
sample0094	High	Colon content	HSMF2	W	Exp	44578	0.5209458758953002	5.94	8	2.1091796715269058	3.681218462732306	0.0	0.0	0.5156417161148333	0.2453684819353426	4.45212227085654	0.0	2.7766291347732523	0.0	0.8004359627659485	0.2453684819353426
sample0095	High	Colon content	HSMF4	W	Exp	20216	0.4358734795523042	4.0	4	3.5790876588961478	2.6194011394448866	0.0	0.0	0.0	0.0	4.470442867180067	0.0	2.020459637349959	0.0	0.0	0.0
sample0096	High	Colon content	HSMJ7	D	Exp	27557	0.19333786648026996	4.0	4	2.4656057016949986	3.0119972033534816	0.0	0.0	0.0	0.0	4.5118893876290285	0.0	1.5637887062640012	0.0	0.0	0.0
sample0097	High	Fecal content	HSMD6	null	control	19901	0.5422385929367877	NA	6	2.312028887294283	3.609230005269569	0.0	0.0	0.0	0.0	4.4556877232565615	0.0	2.98704782341265	0.0	1.7569076435613973	0.6436662536380539
sample0098	Low	Fecal content	LSMF3	null	control	35512	0.6860041504460798	NA	7	2.1437236467818876	3.8604983639996933	0.0	0.0	0.5865726969992542	0.0	4.405525616056946	0.0	2.9439790635826117	0.0	2.1554581646088855	0.2907667392349115
sample0099	Low	Fecal content	LSMF4	null	cross	34258	0.5668577769041976	NA	7	2.484813473684286	3.7656174664508018	0.0	0.0	0.7738540138039696	0.0	4.437521919167661	0.0	2.4777288542481157	0.0	1.4263942304058248	0.8406773982770737
sample0100	Low	Fecal content	LSME4	null	cross	32685	0.28237418232493827	NA	7	2.6248092903119087	3.183739021587201	0.0	0.0	0.0	0.48734833707227365	4.501695864902411	0.0	2.138990647848336	0.0	1.3569926241927137	0.3087227969462712
sample0101	Low	Fecal content	LSME5	null	control	38309	0.58082543398428	NA	7	2.8607121557467585	3.5979777312414414	0.0	0.0	0.6565538699525147	1.0964913307440491	4.4527520718484555	0.0	2.8500032528728845	0.0	1.9246242720451496	0.0
sample0102	High	Fecal content	HSMD5	null	cross	49761	0.5239655142433877	NA	6	3.0876142702610663	3.548837185641935	0.0	0.0	0.0	0.0	4.460961743811179	0.0	2.018734316490088	0.0	1.9381187536388966	0.22539112903149017
sample0103	High	Fecal content	HSMF4	W	cross	38748	0.5288509065088242	NA	6	3.0570095307553604	3.4796914168306237	0.0	0.0	0.0	0.0	4.465281251527138	0.0	2.5789852952759587	0.0	2.097125836151219	0.5588322437106458
sample0104	High	Fecal content	HSMF5	null	cross	34953	0.6068785500421396	NA	7	2.4302112813369403	3.834860918639464	0.2941433467939543	0.0	0.0	0.0	4.421976540818225	0.0	2.2191943469765203	0.0	2.2063088092759546	0.467914573397423
sample0105	High	Fecal content	HSME4	V	control	38328	0.541518254952841	NA	6	2.8200623737393187	3.5724379754354576	0.0	0.0	0.0	1.2710283644119753	4.4587968721326465	0.0	2.8320850202621464	0.0	0.5622634011848738	0.0
sample0106	High	Fecal content	HSME5	null	cross	19589	0.4947815361365546	NA	5	3.483982760137318	3.175395911295085	0.0	0.0	0.0	0.6489794561194524	4.465951803328565	0.0	1.845885467919523	0.0	0.0	0.0
sample0107	Low	Fecal content	LSMD4	null	cross	32692	0.5683460420441335	NA	7	2.0681052946123604	3.8050189180453002	0.308675482536493	0.0	0.0	0.0	4.431365794660264	0.0	2.43998433330396	0.0	1.9070622756904632	0.308675482536493
sample0108	Low	Fecal content	LSMD5	null	cross	42920	0.6354943270039974	NA	6	1.72474787134331	3.973918176311173	0.2525501360089631	0.0	0.0	0.0	4.384011908851636	0.0	2.1552612069728756	0.0	1.5229503886345965	0.0
sample0109	High	Fecal content	HSMD6	null	control	36102	0.3070221254437917	NA	5	2.584923147156581	3.2210388103887753	0.0	0.0	0.0	0.0	4.498551225361401	0.0	2.4564633484954075	0.0	0.8212688001544741	0.0
sample0110	Low	Fecal content	LSMF3	null	control	25341	0.5429367206880202	NA	7	2.4062377022006194	3.7411739251954943	0.0	0.0	0.0	0.5648808339508709	4.443270410347265	0.0	2.521537012245545	0.0	0.8023378932321629	0.3684556743076382
sample0111	Low	Fecal content	LSMF4	null	cross	42101	0.6124911152910464	NA	6	2.232142454349092	3.790965423358535	0.0	0.0	0.700745146711868	0.0	4.42694585040052	0.0	2.885421935196775	0.0	0.9562144427161335	0.0
sample0112	Low	Fecal content	LSME4	null	cross	44383	0.5745825406219399	NA	6	3.1860786508885037	3.427852842876364	0.0	0.0	0.5169657504173177	0.0	4.458935778282171	0.0	2.9390258470483492	0.0	0.0	0.607563240649636
sample0114	High	Fecal content	HSMD5	null	cross	36924	0.7034961164092725	NA	6	3.0490393792604085	3.851430093772286	0.0	0.0	0.0	0.0	4.403312094972152	0.0	2.4977004090439867	0.0	0.7469592405877915	0.7469592405877915
sample0115	High	Fecal content	HSMF4	W	cross	27928	0.6553821950938039	NA	5	2.069547743004419	3.9072187640973675	0.0	0.0	0.0	0.0	4.4004910687987	0.0	2.5501684709023795	0.0	2.2100975231069637	0.0
sample0116	High	Fecal content	HSMF5	null	cross	35521	0.4005897237324627	NA	5	2.2296551954165356	3.467531648999886	0.0	0.0	0.0	0.0	4.4814881725712405	0.0	2.580141526074555	0.0	1.848635760711337	0.0
sample0117	High	Fecal content	HSME4	V	control	41649	0.47783618394278277	NA	7	2.608296536612824	3.5243897592796327	0.0	0.0	0.0	0.0	4.469857138326401	0.0	2.7521242965005297	0.4192359449111078	1.5749221516507748	0.25835523787723
sample0118	High	Fecal content	HSME5	null	cross	31699	0.7171986234592861	NA	6	2.5113372989147718	3.8940101886502068	0.0	0.0	0.0	0.0	4.393760541446464	0.31554195151397246	2.9475994277371935	0.0	1.7092197355325622	0.0
sample0119	Low	Fecal content	LSMD4	null	cross	19726	0.4976383300752675	NA	5	2.286032794124529	3.622765898788098	0.0	0.0	0.0	0.0	4.460298913446964	0.0	2.778111088278072	0.0	0.9814048113820815	0.0
sample0120	Low	Fecal content	LSMD5	null	cross	30347	0.3253497025033635	NA	6	2.45042712619589	3.3394959047685306	0.0	0.0	0.0	0.0	4.493911245744281	0.0	2.277668679318751	0.0	1.2487839865290822	0.3254208631536722
