sampleID	line	tissue	ratID	cage	condition	numSequences	shannonDiversity	rarifiedRichness50	unrarifiedRichness	Acidaminococcaceae	Actinomycetaceae	Aerococcaceae	Aeromonadaceae	Anaeroplasmataceae	Bacillaceae 1	Bacillaceae 2	Bacillales_Incertae Sedis XI	Bacteroidaceae	Bacteroidales_incertae_sedis	Bdellovibrionaceae	Bifidobacteriaceae	Bradyrhizobiaceae	Brevibacteriaceae	Brucellaceae	Burkholderiales_incertae_sedis	Carnobacteriaceae	Caulobacteraceae	Chloroplast	Clostridiaceae 1	Clostridiaceae 2	Clostridiaceae 3	Clostridiaceae 4	Clostridiales_Incertae Sedis XI	Clostridiales_Incertae Sedis XII	Clostridiales_Incertae Sedis XIII	Comamonadaceae	Coriobacteriaceae	Corynebacteriaceae	Corynebacterineae_incertae_sedis	Cytophagaceae	Deferribacteraceae	Defluviitaleaceae	Demequinaceae	Dermabacteraceae	Desulfomicrobiaceae	Desulfovibrionaceae	Dietziaceae	Enterobacteriaceae	Enterococcaceae	Erysipelotrichaceae	Eubacteriaceae	Flavobacteriaceae	Fusobacteriaceae	Geodermatophilaceae	Gracilibacteraceae	Helicobacteraceae	Hyphomicrobiaceae	Lachnospiraceae	Lactobacillaceae	Leuconostocaceae	Listeriaceae	Marinilabiaceae	Methanobacteriaceae	Methylobacteriaceae	Microbacteriaceae	Micrococcaceae	Moraxellaceae	Mycobacteriaceae	Mycoplasmataceae	Nakamurellaceae	Neisseriaceae	Nocardiaceae	Nocardioidaceae	Nocardiopsaceae	Oxalobacteraceae	Paenibacillaceae 1	Pasteurellaceae	Peptococcaceae 1	Peptostreptococcaceae	Planococcaceae	Porphyromonadaceae	Prevotellaceae	Pseudomonadaceae	Pseudonocardiaceae	Puniceicoccaceae	Rhizobiaceae	Rhodospirillaceae	Rikenellaceae	Ruminococcaceae	Sanguibacteraceae	Shewanellaceae	Sinobacteraceae	Solirubrobacteraceae	Sphingobacteriaceae	Sphingomonadaceae	Spirochaetaceae	Staphylococcaceae	Streptococcaceae	Sutterellaceae	Thermoactinomycetaceae 1	Thermoplasmatales_incertae_sedis	Veillonellaceae	Verrucomicrobiaceae	Xanthomonadaceae
sample0011	Low	Cecal Content	LSMJ5	B	Exp	24996	1.8196525761185853	28.18	32	1.717058693604097	0.3575847721067726	0.0	0.0	0.5510015366476447	0.0	0.0	0.0	2.6365070078395285	0.0	0.9976982387603731	0.0	0.0	0.0	0.0	0.0	0.3575847721067726	0.0	0.0	2.3101150687581953	1.356575915462071	0.0	0.0	0.0	0.0	1.2131976852583122	0.0	2.003015259732612	0.0	0.0	0.0	0.0	0.5510015366476447	0.0	0.0	0.7862296387896727	0.6843505452678937	0.0	0.3575847721067726	0.6843505452678937	2.668620046342457	1.1778189657795883	0.0	0.0	0.0	0.3575847721067726	2.293492760147035	0.0	4.0438925309582165	3.8900454291029276	0.0	0.0	0.0	0.0	0.0	0.0	0.3575847721067726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1391339428984946	3.1399224357365223	0.0	3.1358816398888525	3.554330503312153	0.3575847721067726	0.0	0.0	0.0	0.9379678660712806	1.6479454090646664	3.686116276681564	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.868381574926664	2.177666501830647	0.0	0.0	0.0	0.0	0.0
sample0012	Low	Cecal Content	LSML7	C	Exp	38095	2.006658137083993	28.66	35	1.63279398154546	0.5460484072066191	0.0	0.0	1.2497682804218977	0.0	0.0	0.0	2.49318778160252	0.0	0.6389544226641574	0.4277020430568995	0.0	0.0	0.0	0.0	1.2889338825362606	0.0	0.0	3.367038296726247	1.7880545539414012	0.2645027100847814	0.0	0.0	0.0	1.2889338825362606	0.0	2.1888603777488074	0.0	0.0	0.0	0.0	0.4277020430568995	0.0	0.0	0.2645027100847814	0.4277020430568995	0.0	0.4277020430568995	0.0	3.679554435637872	1.4940426010474623	0.0	0.0	0.0	0.4277020430568995	2.169575839217136	0.0	3.9664866989091268	3.6321109672081673	0.2645027100847814	0.0	0.0	0.0	0.0	0.0	0.8369983307620132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0756436835896934	3.458780589169083	0.0	2.9448575992643216	2.9201846235821494	0.0	0.0	0.0	0.0	0.8369983307620132	1.4313416990511605	3.753290747188869	0.0	0.0	0.0	0.0	0.0	0.2645027100847814	0.2645027100847814	0.0	1.8167531204232739	2.082531022275201	0.0	0.0	0.0	0.0	0.0
sample0013	Low	Cecal Content	LSMJ6	B	control	20952	1.7100888991286047	24.02	26	1.5924167266132365	0.0	0.0	0.0	0.746213186841911	0.0	0.0	0.0	2.8641609295521295	0.4022380634454224	0.9357249696980598	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.498273168740781	1.168019314853703	0.0	0.0	0.0	0.0	0.4022380634454224	0.0	2.050438160179794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.746213186841911	0.6074259462325952	0.0	0.0	0.0	2.346559003803277	1.3492406442531808	0.0	0.0	0.0	0.0	2.415352275707116	0.0	3.951399701587384	4.079738479624126	0.0	0.0	0.0	0.0	0.0	0.0	0.4022380634454224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1210288488123727	2.8484892400818733	0.0	3.072340007474113	3.629714932425487	0.0	0.0	0.0	0.0	0.0	1.710291099514201	3.4637312492351797	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.958883877845889	2.3344655817058126	0.0	0.0	0.6074259462325952	0.0	0.0
sample0014	High	Cecal Content	HSMJ6	D	control	25693	1.8426218603068785	29.24	31	1.5832516799419833	0.3509239187459624	0.0	0.0	1.086053573687296	0.0	0.0	0.0	2.6821330700479105	0.0	1.0393312556533845	0.0	0.0	0.0	0.0	0.0	0.9274182663593658	0.0	0.0	2.2613803493812354	1.5689192093274085	0.0	0.0	0.0	0.0	1.2019939755481612	0.0	1.9567982694595603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5424491742058107	0.9274182663593658	0.0	0.5424491742058107	0.0	3.0487899120114963	1.320059457430083	0.0	0.0	0.0	0.6749039805319617	2.19433700356576	0.0	4.090575480476739	3.7462885397392505	0.0	0.0	0.0	0.0	0.0	0.0	1.1666780538267596	0.0	0.0	1.2346527964338654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.320059457430083	3.3767662702650045	0.0	3.276715201456104	3.2978935646070875	0.0	0.0	0.0	0.0	0.8583834430374188	1.5540975524356584	3.7307087582184133	0.0	0.0	0.0	0.0	0.0	0.0	0.3509239187459624	0.0	1.506332114614664	2.089417258878252	0.0	0.0	0.0	0.0	0.0
sample0015	Low	Cecal Content	LSMA1	G	Exp	38025	1.4827313717780846	30.14	39	1.6419762869655077	0.6395698824358174	0.2648672263299212	0.42820262998432546	0.2648672263299212	0.0	0.0	0.0	1.5697132622448102	0.0	0.0	1.0446382047719622	0.2648672263299212	0.0	0.0	0.0	0.42820262998432546	0.0	0.0	1.7110692234802587	1.470808978961617	0.0	0.0	0.0	0.0	0.7160907456855073	0.0	2.7866323132620434	0.2648672263299212	0.0	0.0	1.1842244827629478	0.2648672263299212	0.0	0.0	0.5466201343634223	0.0	0.0	1.010397599967006	0.0	2.331251453102083	1.3587995718909829	0.0	0.0	0.0	0.0	2.5436793239476048	0.0	3.7153190574215618	4.238490566084549	0.0	0.0	0.0	0.7160907456855073	0.2648672263299212	0.2648672263299212	1.5285074425546954	0.0	0.0	1.404253192255767	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2648672263299212	0.7160907456855073	3.49971278903597	0.0	2.6217826579445624	2.5929506163093503	0.0	0.0	0.0	0.0	0.0	1.2295276778637019	3.5790635430310815	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2214696267696965	1.4321108953905954	0.0	0.0	0.2648672263299212	0.2648672263299212	0.0
sample0016	High	Cecal Content	HSMA1	L	Exp	31523	1.6496139425142338	27.28	32	1.5619708075098369	0.0	0.0	0.0	1.2359373622194398	0.0	0.0	0.0	1.9695540617676932	0.0	0.30395436375418516	0.0	0.0	0.0	0.0	0.0	0.30395436375418516	0.0	0.0	2.3217715486996666	1.5107981721807886	0.0	0.48101605258406405	0.0	0.0	1.181534248300974	0.0	2.419106583675228	0.48101605258406405	0.0	0.0	0.6064391921304831	0.30395436375418516	0.0	0.0	0.0	0.8500992517472855	0.0	0.30395436375418516	0.7830143144333308	2.772232108492911	1.5241676191625106	0.0	0.0	0.0	0.0	2.035158836280959	0.0	4.045084091096862	3.9779850947699806	0.0	0.0	0.0	0.0	0.0	0.0	1.2359373622194398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1515434269908162	3.4149142883142396	0.0	2.7810657207516707	2.746970266411277	0.0	0.0	0.0	0.0	0.0	1.7381156963632696	3.776606590878771	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.30395436375418516	1.9142427049385875	1.5497317539448496	0.0	0.0	0.48101605258406405	0.0	0.0
sample0017	High	Cecal Content	HSMC1	O	Exp	44878	1.8376045176294538	26.38	33	1.6188708578133577	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4666924496734737	0.0	1.3058130942085	0.0	0.0	0.0	0.0	0.0	0.23348015145147294	0.0	0.0	2.890010930040346	1.6406246822322483	0.0	0.0	0.0	0.0	1.2741040995008315	0.0	2.043887311803026	0.0	0.0	0.0	0.23348015145147294	0.9095062513633005	0.0	0.0	0.3844992665896823	0.825767153984434	0.0	0.3844992665896823	0.23348015145147294	2.8721228965387517	1.3630309341247142	0.0	0.0	0.0	0.0	2.771713011084169	0.0	4.131825603034472	3.6655640030922547	0.0	0.0	0.0	0.0	0.0	0.0	0.9796796095993627	0.23348015145147294	0.23348015145147294	0.23348015145147294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7988984705940538	3.4140498194569364	0.0	3.1651092193277988	3.20119614793303	0.0	0.0	0.0	0.0	0.8696518677815889	1.4798369936163622	3.714340068421873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7467651994986255	2.0735887550836973	0.0	0.0	0.23348015145147294	0.0	0.0
sample0018	Low	Cecal Content	LSMB1	H	control	23713	1.7569653099841138	32.12	36	1.8083727820560893	0.5675717342131358	0.0	0.0	0.3705719893683499	0.0	0.3705719893683499	0.0	2.3768105106247694	0.0	1.1181279309630405	0.0	0.0	0.0	0.0	0.0	0.3705719893683499	0.0	0.0	2.1105736880724595	1.7703709887864583	0.0	0.3705719893683499	0.0	0.0	1.0710917047298216	0.0	2.5604191365213853	0.0	0.0	0.0	1.1605640611327142	0.9582728205770646	0.0	0.0	0.3705719893683499	0.5675717342131358	0.0	1.3784780570149526	0.0	2.3356001657507353	1.8083727820560893	0.0	0.0	0.0	0.0	2.7795272102089825	0.0	4.169983245198541	3.641452748125595	0.0	0.0	0.0	0.9582728205770646	0.0	0.0	1.1605640611327142	0.0	0.0	0.702598963282711	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8054514656115167	1.9666937393501733	3.35497132531149	0.0	3.1413544127430435	3.3031639970404583	0.0	0.0	0.0	0.0	0.8054514656115167	1.6311074471959903	3.6969367998666423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8833765026815985	1.9666937393501733	0.0	0.0	0.702598963282711	0.0	0.0
sample0019	High	Cecal Content	HSMA2	L	control	32183	1.7875569026627798	31.52	40	1.4283117709332729	0.29944798411888895	0.0	0.0	0.9514260478948514	0.0	0.0	0.0	2.192750108665073	0.0	1.0385120003677082	0.0	0.29944798411888895	0.0	0.0	0.5996848076919106	0.0	0.0	0.0	1.3393974589941688	1.201148967854208	0.0	0.0	0.0	0.0	0.7755113538110169	0.0	2.4233533695833684	0.29944798411888895	0.0	0.0	0.7755113538110169	0.0	0.29944798411888895	0.0	0.47501062276956246	1.4593378806123964	0.0	0.47501062276956246	0.0	3.199047965926011	1.4593378806123964	0.0	0.0	0.0	0.0	2.568547553970708	0.0	4.075975511486904	3.876385213774925	0.0	0.29944798411888895	0.0	0.0	0.0	0.29944798411888895	0.8423824815290593	0.0	0.0	0.47501062276956246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47501062276956246	0.9514260478948514	3.1700185965920453	0.0	3.221624045453109	3.033462012451177	0.0	0.0	0.0	0.0	0.9514260478948514	1.5989697121360624	3.7324296775297383	0.0	0.0	0.0	0.0	0.0	0.29944798411888895	0.47501062276956246	0.29944798411888895	1.7372507223485205	2.3912947018898656	0.0	0.0	0.29944798411888895	0.0	0.0
sample0020	High	Cecal Content	HSMC2	O	control	21787	1.6801018126330909	28.94	32	1.6084556735770053	0.0	0.0	0.0	1.3616588357389472	0.0	0.0	0.0	2.5906213046667497	0.0	1.333042476636848	0.0	0.0	0.0	0.0	0.5947069567007114	0.0	0.0	0.0	1.753767435725708	1.333042476636848	0.0	0.0	0.0	0.0	1.5023572517079349	0.0	2.0394748261022735	0.0	0.0	0.0	0.3920675742354841	0.7323349824995993	0.0	0.0	0.0	0.8366843348555337	0.0	0.0	0.0	2.549503467868231	1.269444685936059	0.0	0.0	0.0	0.0	2.329664975525893	0.0	4.14286975925957	3.6227288577564423	0.0	0.0	0.3920675742354841	0.0	0.0	0.0	1.1048756369129584	0.0	0.0	1.0517297118119275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3920675742354841	1.6387514424885425	3.0061657157597006	0.0	3.14974210547834	3.4006960624062335	0.0	0.0	0.3920675742354841	0.0	0.8366843348555337	1.5219393182713068	3.864506189285786	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.796503348736061	2.1735030718729376	0.0	0.0	0.3920675742354841	0.0	0.0
